TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Braking Phase,Propulsive Phase,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Impulse Ratio,Peak Braking Velocity,Takeoff Velocity,Peak Velocity,Avg. Relative Braking Power,Peak Relative Braking Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Avg. Braking Force,L|R Avg. Propulsive Force,L|R Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Peak Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,L|R Landing Impulse Index,mRSI
MpodMR2LxVD3UgVJTgBG,11/15/23,9:50:41,MC0024,,Libero,Countermovement Jump,,Pre-Training,581.728,16.06299264,167.769,-16.25196902,2567.6856,-2836.6339,1171,201.2968,186.1592,1270,218.3151,0.298,0.229,0.335,0.862,87.1218,168.4696,1.9337,-1.4717,2.8292,2.8913,-13.7077,-19.1493,26.5792,55.1401,3269.78,-15.9988,-5.8682,-1.7007,-27.6135,-11.1048,2222,381.9655,-21.0621,-14.2788,-24.9918,0.4733
KBg4g5nwyDyPsyaUV04O,11/17/23,15:44:27,MC0024,,Libero,Countermovement Jump,,PRE MATCH,602.576,13.6811028,160.378,-16.9803155,2552.4194,-2865.818,1236,205.1194,172.5851,1260,209.1023,0.364,0.248,0.368,0.98,87.9572,161.557,1.8368,-1.4417,2.611,2.6808,-13.4934,-17.707,22.9943,49.0146,3010.70,-16.9027,-2.3256,3.3175,-28.958,-4.5683,2034,337.5508,-15.2409,-1.7049,-3.3604,0.3546
UHjNBjUXwOO9yLZxFAqs,11/17/23,15:44:16,MC0024,,Libero,Countermovement Jump,,PRE MATCH,602.744,13.39370122,158.7304,-17.38976434,3112.6126,-2918.2364,1289,213.8553,175.307,1289,213.8553,0.403,0.222,0.351,0.976,96.2088,159.9494,1.6625,-1.5765,2.5834,2.6779,-15.391,-20.6017,23.8226,49.1235,3018.23,-14.0528,-9.0187,-1.8813,-24.6707,-16.5275,1639,271.9231,-18.853,-13.7322,-24.1547,0.3485
Iamd94onyWsT6kDz9azv,11/19/23,9:51:47,MC0024,,Libero,Countermovement Jump,,PRE MATCH,595.482,13.06692955,154.9072,-16.51574856,2750,-2917.889,1224,205.5478,174.2169,1237,207.7309,0.341,0.228,0.351,0.92,90.7426,155.7208,1.7161,-1.4988,2.5519,2.6362,-14.0748,-19.2626,23.0195,47.5104,2883.96,-12.401,-4.9498,4.9442,-22.1038,-9.4548,1858,312.0161,19.591,-29.298,N/A,0.3608
DBQT0eCFYDKfyH0hIDRt,11/19/23,9:51:40,MC0024,,Libero,Countermovement Jump,,PRE MATCH,595.696,13.70866186,158.7179,-15.9448824,2631.1111,-2928.2493,1186,199.0948,176.4227,1247,209.335,0.348,0.225,0.349,0.922,85.8114,159.4536,1.8582,-1.416,2.6138,2.6917,-13.1583,-18.3562,23.5821,48.9759,2973.98,-13.6748,-5.6843,0.6757,-24.0897,-10.7572,1928,323.655,-30.1867,-3.1582,-6.1397,0.3777
lYe483ZFI8aZcd8RaD7P,11/20/23,11:44:47,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,586.245,15.44488238,165.8015,-15.57086664,2880.531,-3130.4354,1238,211.1745,178.8061,1273,217.1447,0.364,0.226,0.36,0.95,84.1516,166.9178,1.9835,-1.4175,2.7745,2.8532,-13.5161,-17.5512,25.173,54.038,3229.31,-12.321,-4.9546,-11.5207,-21.9414,-9.442,1809,308.5741,-23.3831,21.363,N/A,0.413
40XphpiyvDBqTZBy15yd,11/20/23,11:44:33,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,588.55,13.94881934,158.1763,-16.31102414,2167.3307,-2729.6943,1131,192.1672,174.0524,1326,225.2995,0.337,0.251,0.363,0.951,82.47,158.7568,1.925,-1.3749,2.6365,2.7225,-12.232,-17.0037,23.0488,52.6749,3160.23,-14.7716,-10.4579,0.3676,-25.7681,-18.9546,2316,393.5095,0.8636,-8.1609,-15.0804,0.3725
qTz8P5B2cjwkJFmjGw9V,11/20/23,9:57:09,MC0024,,Libero,Countermovement Jump,,Pre-Training,595.554,14.76771701,164.6969,-16.33070918,2451.2195,-2885.7061,1197,200.9893,177.4621,1281,215.0938,0.292,0.246,0.357,0.895,90.9132,165.2772,1.818,-1.4976,2.7129,2.7855,-13.7821,-18.8874,24.2561,51.6981,3138.53,-16.7988,-8.651,-12.4378,-28.7733,-15.9404,1621,272.1835,-5.7372,-3.3045,-6.4011,0.4191
VRZlpx5NHeIQngBsS3zh,11/20/23,9:56:59,MC0024,,Libero,Countermovement Jump,,Pre-Training,594.923,15.06692962,166.1793,-16.240158,2815.3153,-2967.4836,1224,205.7409,183.4072,1246,209.4389,0.315,0.222,0.335,0.872,93.8131,166.8243,1.7783,-1.5481,2.7402,2.8121,-14.7835,-20.8723,25.7839,51.3268,3112.69,-12.2753,-5.3033,-5.28,-21.8825,-10.1073,2162,363.4084,19.6115,-3.7067,-7.1402,0.4389
sXvgX2bjdh6ofbNwtu3j,11/27/23,12:10:34,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,595.34,14.59842566,163.6817,-16.49212651,2941.1765,-2967.4049,1243,208.7883,179.9215,1272,213.6594,0.374,0.221,0.345,0.94,94.5714,164.7557,1.7421,-1.5668,2.6971,2.7788,-15.2008,-21.3397,24.8598,51.3077,3113.71,-17.0056,-8.357,-10.4615,-29.0801,-15.4566,1663,279.3362,-9.3205,-18.9287,-31.8288,0.3944
6Gvc762RNEtu2Qg0Szow,11/27/23,12:10:21,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,594.97,14.37401621,162.323,-15.80315011,3239.2344,-3161.4761,1269,213.2881,180.3774,1304,219.1707,0.304,0.209,0.34,0.853,94.9353,163.2112,1.7192,-1.5707,2.6764,2.7523,-15.4108,-21.8711,24.647,52.0596,3157.38,-17.3795,-0.7561,18.4638,-29.6929,-1.52,2293,385.3976,1.3519,-2.2115,-4.2753,0.428
OVlvluyujjSmHpZfdBFp,11/27/23,9:55:59,MC0024,,Libero,Countermovement Jump,,Pre-Training,590.502,15.19685088,165.6447,-16.76771707,2727.6596,-2885.963,1229,208.128,178.2856,1272,215.4099,0.315,0.235,0.359,0.909,93.211,166.5573,1.7869,-1.5542,2.7519,2.819,-14.8168,-20.4267,24.5457,52.6215,3167.49,-17.8237,-11.8514,-19.8128,-30.251,-21.2202,1972,333.9531,-10.3448,-33.2107,N/A,0.4246
ZhqT6hG4rqUN8wtEkNna,11/27/23,9:55:50,MC0024,,Libero,Countermovement Jump,,Pre-Training,591.32,14.57874062,162.467,-16.57874069,2344.3983,-2747.753,1157,195.6639,180.8188,1253,211.8988,0.444,0.241,0.34,1.025,92.2339,163.0417,1.7677,-1.5305,2.6953,2.7766,-13.8039,-20.448,24.9403,51.2846,3091.30,-11.0671,-1.5745,-2.6549,-19.9445,-3.1475,1651,279.2058,15.324,-19.9221,N/A,0.3612
I2aNnpXjVn43ukaU9iky,11/28/23,11:59:14,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,595.041,14.81889811,164.8289,-16.32677218,3425.8373,-3158.6611,1310,220.1529,185.3556,1309,219.9848,0.296,0.209,0.325,0.83,94.6899,165.7082,1.75,-1.5661,2.7174,2.8031,-15.6126,-21.3047,26.0336,52.5693,3188.67,-12.1031,-4.6332,3.9106,-21.6351,-8.8611,1736,291.7446,-16.3594,-16.4501,N/A,0.4535
1eluWRcFGGzrPYN3Yqye,11/28/23,11:59:04,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,594.84,14.65354378,163.8618,-15.49606349,2854.4601,-3059.1172,1204,202.4074,184.5376,1284,215.8564,0.414,0.213,0.327,0.954,84.4056,165.0203,1.9551,-1.4017,2.7024,2.7881,-13.3189,-18.6912,25.5799,52.1218,3160.46,-13.0394,-4.7798,0.6579,-23.102,-9.1509,2155,362.2823,-7.2854,-11.0949,-19.9713,0.3902
MPUyXCqmLddQ6MhUjgxU,11/28/23,9:48:38,MC0024,,Libero,Countermovement Jump,,Pre-Training,593.946,15.13385875,166.2815,-17.85039427,3313.9013,-2933.5035,1330,223.9261,177.2517,1329,223.7577,0.396,0.223,0.363,0.982,102.1125,167.2011,1.6374,-1.6924,2.7464,2.8153,-16.97,-22.431,25.2306,51.8585,3139.77,-14.7087,-7.259,-7.7131,-25.6611,-13.5649,1647,277.2979,-11.2325,-10.7855,N/A,0.3915
Wpz9cHm2vRJfZY4opG3h,11/28/23,9:48:28,MC0024,,Libero,Countermovement Jump,,Pre-Training,593.94,15.62598475,168.9442,-16.03937059,2769.5652,-3029.1655,1234,207.7651,185.7769,1306,219.8875,0.308,0.23,0.332,0.87,92.8788,169.7429,1.8276,-1.5378,2.7904,2.8594,-14.5282,-20.5174,26.2278,54.4965,3299.45,-23.053,-3.2342,10.5181,-37.5299,-6.2988,2204,371.0813,-3.7205,2.2586,N/A,0.4562
joSFmOZ53QXf8pu14yFk,12/4/23,12:08:27,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,591.278,14.48818944,161.9628,-16.7795281,2550.4202,-2803.6466,1195,202.1046,177.9317,1235,208.8696,0.315,0.238,0.352,0.905,92.3183,162.7801,1.7632,-1.5359,2.6872,2.7711,-14.1457,-20.1023,24.5423,50.8368,3064.09,-20.2035,-8.0407,-25.5354,-33.6053,-14.9156,1435,242.6946,-10.662,-44.8972,N/A,0.4067
VsfBtvO33FgDc91xOjOz,12/4/23,12:08:18,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,591.217,14.86614221,164.0344,-15.64173278,2882.0755,-3035.2316,1206,203.986,183.0675,1278,216.1643,0.316,0.212,0.334,0.862,90.6885,164.6205,1.8152,-1.505,2.7218,2.8135,-14.3631,-20.4925,25.5759,52.6069,3170.45,-12.316,-6.2803,-7.365,-21.9425,-11.8364,2002,338.6236,-3.5964,-0.9749,-1.9378,0.438
5qCOvfmKt6Gkvy7pcFo2,12/4/23,9:53:33,MC0024,,Libero,Countermovement Jump,,Pre-Training,586.786,14.45275637,160.5191,-17.59055174,2785.7143,-2806.7489,1254,213.7065,176.128,1254,213.7065,0.293,0.238,0.36,0.891,97.2959,161.4195,1.6591,-1.6324,2.6836,2.7435,-15.5866,-21.1033,24.027,51.0819,3055.47,-14.4392,-4.9202,6.7873,-25.2773,-9.3891,1846,314.5951,-13.3261,7.1346,N/A,0.412
vtEJziTzMPApPYhg6dnL,12/4/23,9:53:21,MC0024,,Libero,Countermovement Jump,,Pre-Training,586.157,14.52755952,160.7753,-16.32677218,2954.1284,-2970.7594,1232,210.1826,181.9206,1241,211.718,0.302,0.218,0.335,0.855,94.3773,161.4549,1.7107,-1.5817,2.6908,2.7568,-15.1049,-21.6797,25.2236,50.7541,3032.61,-17.7552,-1.884,-7.1429,-30.178,-3.7593,1981,337.9641,-13.2761,-10.1184,-18.3729,0.4316
yvp1jGiti0jP6VXFnd2R,12/5/23,11:44:37,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,587.468,13.32677208,154.3303,-17.01574858,2448.7179,-2676.7005,1157,196.9469,172.2329,1204,204.9473,0.395,0.234,0.364,0.993,92.7175,155.0236,1.672,-1.5506,2.5771,2.6669,-14.4365,-20.5441,22.8228,47.9701,2872.67,-17.7528,-7.5683,-8.2024,-30.1694,-14.1079,1728,294.1437,-9.9537,-7.7002,N/A,0.3409
sIVSyAJeBSTRo5atDQW8,12/5/23,11:44:29,MC0024,,Libero,Countermovement Jump,,POST PRACTICE,586.126,14.57086661,160.9945,-16.56299266,2700.4405,-2850.0325,1199,204.5635,178.3787,1243,212.0704,0.324,0.227,0.351,0.902,91.6394,161.8258,1.7659,-1.5385,2.6946,2.7767,-14.5364,-19.9049,24.6975,51.3209,3066.31,-15.7879,-5.4066,-7.3409,-27.2871,-10.2956,2186,372.9574,0.5489,19.64,N/A,0.4103
Fm92wD9AFufOPauow1tQ,12/5/23,9:42:22,MC0024,,Libero,Countermovement Jump,,Pre-Training,583.086,15.14173277,163.2661,-16.96456747,3093.0233,-2891.655,1246,213.6906,181.0632,1247,213.8621,0.309,0.215,0.346,0.87,95.629,164.1447,1.7165,-1.6145,2.7468,2.8193,-15.8712,-22.1092,25.6109,51.5677,3065.07,-9.5292,-3.9785,-3.4586,-17.4144,-7.6649,1815,311.2748,-15.0413,-3.8334,-7.3829,0.442
NXwh1eOtW0n3h5isOH62,12/5/23,9:42:11,MC0024,,Libero,Countermovement Jump,,Pre-Training,582.202,14.76771701,160.9912,-16.25196902,2138.2114,-2691.6403,1111,190.8272,177.9345,1255,215.5609,0.418,0.246,0.355,1.019,85.6778,161.6183,1.8863,-1.4447,2.7127,2.7907,-13.0985,-18.3972,24.245,52.2985,3103.80,-15.7784,-1.7376,22.8137,-27.3212,-3.4381,1722,295.7736,-6.9686,-8.1352,-15.0528,0.3681
zOT7QRfEWGbK9EzizYo6,8/8/23,18:26:34,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,696.108,9.40944912,153.6565,-11.99212637,3752.7473,-4526.9789,1379,198.1014,171.5535,1428,205.1406,0.348,0.182,0.309,0.839,80.8088,154.5861,1.913,-1.1425,2.1654,2.3347,-10.8012,-14.679,20.1606,41.3559,2934.57,-19.0037,-5.8836,11.2738,-32.0086,-11.1436,3833,550.6329,-0.3392,-23.9277,N/A,0.2849
MC8vY4PaWgXcwftN5QNV,8/8/23,18:26:25,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,697.496,9.476378256,154.5225,-12.29527598,3780.3468,-4331.7534,1353,193.9796,168.3508,1422,203.8721,0.371,0.173,0.325,0.869,86.1317,155.6048,1.8066,-1.2172,2.1733,2.3715,-11.5151,-17.0396,19.9348,42.1729,2998.51,-23.9408,-11.615,-17.1254,-38.646,-20.8491,2601,372.9054,3.6524,-10.0272,-18.2328,0.277
iLzWcKNnvWilS6juO6ju,8/8/23,18:26:04,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,696.727,10.75196885,164.3981,-13.76771698,2417.3913,-3580.6849,1252,179.6974,164.6653,1435,205.963,0.426,0.23,0.366,1.022,83.5818,165.5089,1.9802,-1.1831,2.3147,2.4581,-10.33,-14.0767,19.6709,44.072,3130.08,-19.7141,-11.4027,-12.2302,-32.9464,-20.4874,2151,308.7292,-11.9479,-3.2911,-6.3769,0.2672
Y7udBu4tEaiNXCqWy0pa,8/8/23,9:43:52,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,688.776,11.37401611,167.155,-14.53543354,2413.5021,-3420.5209,1263,183.3688,163.8473,1445,209.7924,0.488,0.237,0.381,1.106,78.0776,168.1663,2.1538,-1.117,2.3807,2.5013,-9.797,-13.2549,19.7578,45.7485,3212.07,-20.8924,-11.156,13.2867,-34.6189,-20.0811,2037,295.742,-29.406,-8.4037,N/A,0.2612
xKzZEuXm8slo6xmneK8i,8/8/23,9:43:33,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,689.334,11.00000035,164.5175,-14.66929181,2198.4127,-3336.2609,1243,180.319,160.4121,1436,208.317,0.439,0.252,0.396,1.087,73.9453,165.5197,2.2384,-1.0571,2.3413,2.4944,-9.1155,-11.6659,19.1321,44.8744,3153.25,-26.4423,-12.318,1.083,-41.863,-21.9526,2022,293.3266,-36.4985,-14.8971,-25.9374,0.257
zrxxJ7GTMQ6gZjLLxuRy,8/8/23,9:42:56,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,689.772,11.72047282,169.9294,-14.9094493,2297.0711,-3269.3999,1238,179.4796,164.729,1476,213.9838,0.402,0.239,0.381,1.022,84.4825,170.7144,2.0207,-1.2033,2.4168,2.5411,-10.392,-14.7068,19.8826,47.1165,3312.91,-29.4326,-12.5118,12.5683,-45.5346,-22.2608,1898,275.1634,-24.3414,-2.6828,N/A,0.2913
MHUZMHDoGAopIfLWVbuY,8/9/23,18:20:17,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,696.185,9.92126016,157.7971,-11.60629958,2658.9862,-4321.8482,1274,182.9973,170.6667,1483,213.0181,0.301,0.217,0.321,0.839,76.4729,158.5456,2.0732,-1.0787,2.2235,2.362,-9.4035,-12.792,19.7422,42.9948,3051.20,-7.523,-10.1091,14.0381,-14.041,-18.3633,3842,551.8648,-8.6934,-31.9358,N/A,0.3003
wWcPyBbd6rdJ6jj3vW9a,8/9/23,18:20:03,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,696.637,10.44094522,161.9919,-12.08661456,2330.1887,-3885.8573,1193,171.2513,170.4807,1467,210.5831,0.395,0.212,0.331,0.938,78.284,163.1017,2.0835,-1.1085,2.2812,2.4103,-9.5446,-13.9707,19.8159,43.6783,3101.73,-15.8722,-9.5445,19.8381,-27.4543,-17.4465,3855,553.3728,-14.345,1.6283,3.2059,0.2828
Bbrq7zig1nfqKLjXbraH,8/9/23,18:19:50,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,696.188,10.33070899,161.0139,-9.464567232,2448.4536,-4887.6124,1175,168.7763,179.4203,1555,223.3592,0.407,0.194,0.292,0.893,72.3355,162.0261,2.2399,-1.024,2.2689,2.4054,-8.6343,-12.9511,20.9341,44.6546,3169.01,-18.1672,-13.0916,6.9474,-30.789,-23.1833,3372,484.3519,3.4994,-10.8678,-19.6031,0.2938
tEogTpMqhDP7XpE9Q7Vl,8/9/23,9:32:29,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,696.146,10.49606333,162.2826,-14.03543352,1739.2857,-3324.2262,1185,170.2229,158.3396,1459,209.5825,0.389,0.28,0.4,1.069,74.7196,163.0316,2.1819,-1.054,2.2869,2.4301,-8.5402,-11.8606,18.1078,43.8867,3114.33,-16.8212,-9.1778,12.9363,-28.8372,-16.8201,2106,302.5227,-30.7692,1.0021,1.9739,0.2493
aArjS5XkNAlydeq2JhIa,8/9/23,9:32:17,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,696.68,10.42519718,161.864,-14.18503982,1667.8571,-3231.0672,1164,167.0781,158.9764,1491,214.015,0.346,0.28,0.395,1.021,78.9171,162.8634,2.0637,-1.1159,2.2792,2.406,-8.8488,-13.249,17.9304,44.2644,3143.54,-23.6979,-6.4183,6.6381,-38.3493,-12.0896,1970,282.7697,-46.802,-10.6258,N/A,0.2593
zqyQ3TsI5kjOlu8a24el,8/9/23,9:32:04,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,695.323,11.1692917,167.2194,-14.31496109,2395.8333,-3490.5678,1269,182.5051,164.287,1455,209.2553,0.409,0.24,0.375,1.024,77.498,168.2464,2.171,-1.0985,2.3592,2.5083,-9.51,-12.8084,19.8749,45.4108,3218.67,-17.3152,-7.0317,9.5652,-29.5651,-13.1574,2477,356.2373,-44.8526,-9.9442,-18.0859,0.277
0ZDT3L0WdwLOIUNutbGb,8/10/23,18:24:00,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,702.484,9.988189296,159.75,-13.98818942,2360.515,-3521.127,1251,178.0823,157.6831,1512,215.2362,0.474,0.233,0.395,1.102,82.5902,160.6728,1.9454,-1.1568,2.2309,2.3832,-9.8459,-14.1329,18.0225,43.4477,3111.25,-13.1095,-3.173,18.1818,-23.235,-6.1754,3190,454.1029,-30.2194,-39.7929,N/A,0.2302
Qxj7FPc9fx1WBJh6Xvn3,8/10/23,18:23:46,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,702.618,11.07874051,168.2907,-13.31496106,2563.3188,-3823.5649,1293,184.026,167.1522,1500,213.4873,0.439,0.229,0.358,1.026,80.9175,169.5383,2.0952,-1.1378,2.3497,2.4689,-9.9801,-13.6058,19.8762,45.3457,3247.78,-17.6677,-3.393,22.3169,-30.0994,-6.5893,3872,551.0818,-21.0744,30.9197,47.2475,0.2743
6qVvAPpmtqlxodAygB0c,8/10/23,18:23:32,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,704.514,10.35826805,163.1811,-12.77952797,2363.2287,-3786.5936,1229,174.4465,168.7046,1521,215.8935,0.468,0.223,0.338,1.029,78.4549,164.2028,2.093,-1.0973,2.2722,2.4092,-9.3786,-13.1215,19.4288,44.5374,3198.49,-29.7268,-11.1799,22.5806,-45.8992,-20.1325,2808,398.5726,-22.792,-20.0463,-33.4069,0.2557
CaaE1xlpo4R1991EbPUd,8/10/23,9:35:35,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,702.109,10.30708694,162.1929,-12.46456733,1789.4737,-3730.5154,1181,168.2075,167.3165,1454,207.0904,0.364,0.266,0.344,0.974,70.196,163.1605,2.3244,-0.9849,2.2662,2.392,-8.0758,-10.9752,19.3469,42.4806,3040.36,-21.349,-8.8005,7.1429,-35.2222,-16.1913,2217,315.7629,-9.2467,1.8851,N/A,0.2687
FDTvmfecsXC1mHL4WiU8,8/10/23,9:35:25,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,701.923,9.425197152,155.0825,-13.09842562,1410.9091,-3279.5043,1091,155.4302,157.3974,1577,224.6685,0.387,0.275,0.386,1.048,63.6667,156.0447,2.451,-0.8938,2.1674,2.3246,-6.9414,-9.8877,16.3794,43.1702,3088.91,-15.3189,-8.565,22.6804,-26.611,-15.7859,1981,282.2247,-10.4493,-15.5727,N/A,0.2285
i5ZrjmKZ0ReRIrKa7H3K,8/10/23,9:35:15,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,701.511,9.594488496,156.3579,-13.15748074,2268.7225,-3647.6573,1219,173.7678,160.0861,1492,212.6838,0.544,0.227,0.372,1.143,73.598,157.3969,2.1386,-1.0343,2.1865,2.3751,-8.6821,-12.2138,18.0351,43.0691,3079.86,-17.2608,-14.1994,0.9709,-29.4692,-24.8745,2757,393.0088,-16.1407,-9.0246,N/A,0.2132
ETiGFZotoo8GEP58qshU,8/11/23,12:19:37,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,708.547,9.60629952,158.0165,-12.26377992,2513.3929,-4079.8812,1271,179.3812,164.4637,1465,206.7612,0.447,0.224,0.347,1.018,72.1235,159.1167,2.2062,-1.0043,2.1878,2.3556,-8.7318,-11.7328,18.844,41.8718,3024.27,-4.9095,-3.7867,-9.4139,-9.3493,-7.3108,4870,687.3221,-2.7515,-8.5834,-15.8112,0.2396
LBETeT7V7MDxDzSvfWuz,8/11/23,12:19:24,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,705.25,9.818897952,159.0333,-12.02755944,2717.7033,-4157.0649,1270,180.078,164.9957,1503,213.1159,0.434,0.209,0.348,0.991,74.8593,160.1385,2.1392,-1.0473,2.2121,2.3681,-9.0941,-12.6811,18.8361,43.1964,3105.43,-19.1746,-11.4608,-8.8028,-32.1978,-20.5816,3350,475.0089,-11.403,-23.0727,-37.5245,0.2517
YzQI5YMwtI9Th64dp4DC,8/11/23,12:19:10,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,705.007,10.40157514,163.6314,-11.29921296,2085.8369,-4145.6612,1190,168.7927,167.0423,1579,223.9694,0.435,0.233,0.347,1.015,65.5284,164.5921,2.5118,-0.9157,2.2769,2.4173,-7.6402,-10.2442,18.7714,45.4239,3264.44,-16.8897,-4.2227,20.5761,-28.956,-8.11,3747,531.4841,-2.8022,-53.7508,-69.9319,0.2603
8eEt9oTjo8zTTeFJwWLL,8/11/23,9:28:48,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,700.003,10.81496098,165.6518,-13.39763822,2591.9283,-3750.1463,1276,182.2849,164.8155,1435,204.9991,0.326,0.223,0.366,0.915,90.6508,166.6809,1.8387,-1.2754,2.3215,2.4472,-11.2871,-16.0489,19.4867,43.9339,3134.95,-23.833,-14.5387,-14.1869,-38.5071,-25.409,4536,647.9972,-8.0688,-41.3748,N/A,0.3002
hT0iM9YbQ1REnIKsIhH5,8/11/23,9:28:26,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,700.387,10.22440978,161.1583,-12.42913426,2185.654,-3864.4054,1220,174.1894,167.4024,1465,209.1701,0.332,0.237,0.342,0.911,84.7418,162.0481,1.9123,-1.1899,2.2573,2.462,-9.8249,-14.8045,20.2477,44.3925,3169.41,-18.3103,-9.4221,20.8494,-31.0102,-17.2478,4321,616.9446,-7.9843,-19.2454,-32.2858,0.2851
OiHDJ7rRARGA6iY4cOBC,8/11/23,9:28:14,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,700.593,10.45275624,163.0108,-12.65354371,3050,-4271.5403,1373,195.9768,169.0715,1470,209.8223,0.372,0.22,0.338,0.93,81.1905,164.2346,2.0228,-1.1445,2.2825,2.4484,-10.3309,-13.473,20.4777,44.327,3165.66,-24.1952,-15.5155,18.6289,-39.0428,-26.8755,3796,541.8267,-25.1844,-40.2202,N/A,0.2855
Il7W95FAr6sU1Hgvjmod,8/12/23,18:22:59,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,699.4,9.255905808,153.1317,-11.87795314,1584.6774,-3623.1951,1093,156.2768,156.1847,1510,215.8993,0.468,0.248,0.391,1.107,63.7753,154.1786,2.4175,-0.8997,2.1479,2.2969,-7.1445,-10.0411,16.0937,41.7897,2979.38,-21.6667,-12.8166,5.3435,-35.6469,-22.7195,4116,588.5044,-9.3294,-55.3753,N/A,0.2124
eFf6Ps1lZe5Q57jhcwoa,8/12/23,18:22:47,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,699.32,9.393701088,154.2357,-11.35039406,2632.0755,-4363.5275,1258,179.889,168.4312,1441,206.0573,0.459,0.212,0.323,0.994,67.8847,155.1866,2.286,-0.9562,2.1636,2.3086,-8.4114,-10.9543,19.1218,40.9993,2922.69,-23.0435,-13.3312,-8.2437,-37.481,-23.5499,3049,435.995,-18.0059,-2.5994,-5.0703,0.24
Wmp6PurdCbgBlCFdi9HM,8/12/23,18:22:36,OJ0010,,Middle Blocker,Countermovement Jump,,POST PRACTICE,699.402,9.224409744,152.8743,-12.12598464,2008.3333,-3837.3203,1182,169.0015,163.8243,1452,207.6059,0.371,0.24,0.343,0.954,68.208,153.6851,2.2532,-0.9587,2.1443,2.2795,-7.8985,-10.8843,17.914,40.0828,2857.70,-14.4452,-11.1983,16.1826,-25.2908,-20.1349,3981,569.2005,-12.3336,43.3186,N/A,0.2456
dIc9psvWj2JVuIrFIOjR,8/12/23,8:27:38,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,709.354,10.31889797,163.9717,-11.54724446,4086.0215,-5011.2804,1470,207.2308,176.4488,1543,217.5219,0.314,0.186,0.303,0.803,85.3722,165.0367,1.9331,-1.1859,2.2676,2.3939,-11.371,-15.1122,21.0581,44.5246,3219.54,-22.4149,-8.7903,7.6316,-36.6916,-16.1794,3679,518.6409,-22.7507,-6.2742,N/A,0.3264
kQ2sSfhxOiASFlSrPg2d,8/12/23,8:27:27,OJ0010,,Middle Blocker,Countermovement Jump,,Pre-Training,710.446,10.03149638,161.9368,-12.8464571,1845.2381,-3603.8424,1176,165.5298,163.2882,1482,208.6014,0.48,0.252,0.361,1.093,70.6901,162.8905,2.3043,-0.9798,2.2361,2.3856,-8.0754,-11.0283,18.5463,42.9064,3107.30,-23.9066,-8.0291,38.9247,-38.6639,-14.8804,4352,612.5729,-8.0882,-19.0378,-31.9968,0.2332
