TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Braking Phase,Propulsive Phase,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Impulse Ratio,Peak Braking Velocity,Takeoff Velocity,Peak Velocity,Avg. Relative Braking Power,Peak Relative Braking Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Avg. Braking Force,L|R Avg. Propulsive Force,L|R Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Peak Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,L|R Landing Impulse Index,mRSI
2V5liSK51JVnKnXttc6b,8/8/23,18:27:09,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,720.324,10.7755909,170.1475,-14.05118155,6688.3117,-4911.4112,1753,243.3627,179.1283,1750,242.9462,0.293,0.154,0.299,0.746,112.9066,171.2826,1.517,-1.5437,2.3172,2.4206,-17.258,-24.4375,22.9574,41.3761,3038.15,-7.443,0.3212,10.4854,-13.9262,0.6345,4274,593.3441,4.0243,31.7983,N/A,0.3669
LSSETF860PTuDKOBJslO,8/8/23,18:26:58,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,719.802,11.01181138,171.8867,-13.15748074,8057.1429,-5543.8231,1853,257.4319,179.2464,1852,257.293,0.29,0.14,0.301,0.731,114.5237,172.6081,1.5072,-1.5612,2.3426,2.4906,-18.2361,-26.2136,23.9146,42.8746,3145.90,-3.2969,-1.9173,11.5248,-6.4555,-3.7491,4185,581.4099,1.5054,-19.9326,-33.2249,0.3826
iUBCJOQ8RzyMsX0cAHqN,8/8/23,18:26:48,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,720.493,10.96063027,171.6383,-12.78346498,8041.3793,-5813.7267,1888,262.0428,187.0212,1887,261.904,0.26,0.145,0.274,0.679,112.619,172.7199,1.5337,-1.5387,2.337,2.4534,-17.9515,-25.6883,24.4608,42.7893,3142.65,-1.2289,-2.2448,7.7187,-2.4735,-4.3555,3761,522.0037,-14.8099,-13.5079,-23.8002,0.41
7lPNrb8tW1qQhXDqwAMS,8/8/23,9:42:08,BC0027,,Setter,Countermovement Jump,,Pre-Training,716.763,11.72047282,176.5804,-12.92126026,7139.0728,-5450.2205,1789,249.5944,183.4642,1789,249.5944,0.26,0.151,0.296,0.707,113.5683,177.9577,1.567,-1.5639,2.4168,2.5243,-17.5878,-24.3527,24.4154,44.2581,3233.70,0.2905,1.4708,0.9276,0.5777,2.9127,3655,509.9315,2.1614,-24.77,N/A,0.4211
ab4XA9OtgVXKWKphX40O,8/8/23,9:41:59,BC0027,,Setter,Countermovement Jump,,Pre-Training,717.448,11.01574838,171.3418,-12.54330749,6756.7568,-5368.018,1710,238.3448,181.505,1710,238.3448,0.28,0.148,0.294,0.722,106.4752,172.7573,1.6225,-1.466,2.3428,2.4713,-16.1165,-22.7719,23.3888,43.5472,3184.80,-3.9148,-3.5612,11.6,-7.6011,-6.8542,3649,508.6083,-9.1258,-2.1373,-4.188,0.3875
iCXgh4AxZFlglKUzX81u,8/8/23,9:41:48,BC0027,,Setter,Countermovement Jump,,Pre-Training,717.095,11.69291376,176.4593,-12.44094528,7569.4444,-5720.9709,1808,252.1284,187.1632,1808,252.1284,0.27,0.144,0.283,0.697,111.7903,177.7801,1.5903,-1.5379,2.414,2.5402,-17.5773,-24.3977,25.0385,44.9182,3283.45,-3.6419,-2.5546,7.7064,-7.0789,-4.9585,2917,406.7801,-54.8852,-6.0412,-11.4084,0.4261
7Jas2Oh2otrCCayZhsBW,8/9/23,18:24:21,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,713.811,11.64566966,175.2977,-12.75984293,7189.1892,-5488.4304,1779,249.2256,184.5883,1779,249.2256,0.297,0.148,0.291,0.736,104.309,176.5775,1.6928,-1.4418,2.4091,2.5189,-16.0957,-22.08,24.6767,43.3933,3157.45,1.2214,1.1577,8.4586,2.3776,2.3105,3715,520.4459,0.5653,25.362,N/A,0.4019
NzMSEbnMF4ybWgiyOaYN,8/9/23,18:24:10,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,715.803,11.54330746,175.0187,-12.43700827,6587.0968,-5510.9914,1741,243.2233,185.4267,1739,242.9439,0.276,0.155,0.286,0.717,103.4085,175.7348,1.6994,-1.4177,2.3986,2.501,-15.3845,-20.8059,24.3847,43.891,3202.58,-7.3094,-0.6193,19.6866,-13.7346,-1.2239,3696,516.3432,2.2727,21.9032,35.9354,0.409
1MHjBHzokqu3ctb9dCB1,8/9/23,18:23:55,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,715.248,11.57874053,175.1531,-11.50787438,7963.7681,-6201.8511,1813,253.4785,192.2321,1810,253.0591,0.282,0.138,0.266,0.686,102.3103,176.3695,1.7239,-1.4105,2.4023,2.5078,-15.8473,-21.9177,25.3869,44.7846,3265.25,-3.6687,-0.4629,-2.4568,-7.0832,-0.9315,3279,458.4424,5.093,21.6167,35.5553,0.4288
kEZ7wWP0QUwogovZJHkP,8/9/23,9:39:55,BC0027,,Setter,Countermovement Jump,,Pre-Training,727.122,10.68897672,171.0812,-13.3858272,6275,-5088.2672,1730,237.9243,176.3267,1728,237.6493,0.295,0.16,0.308,0.763,109.6955,171.7869,1.566,-1.4801,2.3081,2.4557,-15.9863,-23.11,22.8787,41.7904,3097.53,-2.7823,-3.1943,4.1833,-5.4425,-6.1806,3327,457.5573,-14.2771,-25.499,N/A,0.3559
UThRYadmebiS9gA6EyIh,8/9/23,9:39:41,BC0027,,Setter,Countermovement Jump,,Pre-Training,724.732,11.24803186,174.9166,-12.66141773,5757.3964,-5288.4549,1701,234.7075,180.7077,1701,234.7075,0.283,0.169,0.3,0.752,101.6143,176.3119,1.7351,-1.3848,2.3677,2.4874,-14.668,-20.1823,23.3633,43.4483,3209.82,-6.4849,-1.0206,21.2744,-12.2859,-2.0047,3419,471.7606,10.8511,3.3431,6.4784,0.38
DSsnoKB4IFc4dXaXKnP2,8/9/23,9:39:29,BC0027,,Setter,Countermovement Jump,,Pre-Training,723.417,11.95275629,179.9821,-13.03149648,7401.3605,-5473.6879,1812,250.4779,186.258,1812,250.4779,0.283,0.147,0.289,0.719,111.3212,181.2315,1.628,-1.5171,2.4407,2.5552,-17.1399,-24.5232,25.1556,44.2318,3261.77,-1.3574,0.1703,17.2794,-2.7687,0.3596,3867,534.5465,-0.5948,-1.5376,-3.0262,0.4223
OiCJW1QeKtFYQXYpKg6M,8/10/23,18:28:18,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,716.282,11.07874051,171.5561,-12.63779568,7844.4444,-5548.5751,1781,248.6451,183.9091,1779,248.3659,0.279,0.135,0.286,0.7,109.1664,172.7618,1.5826,-1.5023,2.3496,2.442,-17.3902,-25.0762,23.6402,43.2302,3156.47,-2.1817,1.8415,13.3144,-4.3466,3.6213,3010,420.2256,-3.2558,-20.8226,N/A,0.402
3kbuJvvTPYITerqnoiDf,8/10/23,18:28:08,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,716.172,11.25984288,172.9239,-13.20472483,7373.2394,-5270.9063,1768,246.8681,186.2944,1768,246.8681,0.286,0.142,0.281,0.709,111.7226,174.5237,1.5621,-1.543,2.3687,2.4665,-17.5142,-25.7808,24.2257,42.8769,3130.19,-1.1414,-0.3086,10.0287,-2.3102,-0.5933,3298,460.5039,18.4961,9.84,17.9144,0.4033
vXEXr4XvrmWflWDry2NE,8/10/23,18:27:59,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,714.804,11.70866179,176.0083,-11.24803186,9341.4634,-6513.8555,1861,260.3511,193.1,1861,260.3511,0.28,0.123,0.265,0.668,101.7661,177.2684,1.7419,-1.4045,2.4155,2.5341,-16.572,-23.9398,25.9313,45.3035,3301.03,-0.5014,-1.5026,4.4386,-1.028,-2.9361,4055,567.2884,-0.3699,-2.759,-5.3891,0.4452
L9joDcLqKfVpx9yLC23P,8/10/23,9:45:40,BC0027,,Setter,Countermovement Jump,,Pre-Training,714.667,11.31102398,172.9514,-13.12992168,6738.255,-5126.9428,1710,239.2723,180.4865,1710,239.2723,0.288,0.149,0.302,0.739,105.7716,174.5546,1.6503,-1.4646,2.374,2.4954,-16.1916,-22.9822,23.7821,42.7447,3113.99,0.1593,-2.5684,-3.5857,0.3368,-5.0006,3340,467.3505,-2.0359,-14.8559,N/A,0.3887
ITHnAKbQYSyI9NSy9vEa,8/10/23,9:45:32,BC0027,,Setter,Countermovement Jump,,Pre-Training,716.546,11.14566965,172.1497,-12.96063034,7173.3333,-5431.1989,1788,249.5304,181.3947,1785,249.1117,0.297,0.15,0.295,0.742,108.7611,172.9319,1.59,-1.4904,2.3568,2.4803,-16.6954,-23.1572,23.9472,42.4942,3103.88,0.1684,3.2611,12.2677,0.2771,6.3144,3532,492.9202,8.6636,1.8789,N/A,0.3816
gdNEibUcyXczTAOs6NmR,8/10/23,9:45:21,BC0027,,Setter,Countermovement Jump,,Pre-Training,711.108,11.75196888,175.4111,-12.03149645,6848.6842,-5737.0565,1753,246.5167,186.3691,1753,246.5167,0.31,0.152,0.287,0.749,97.9201,177.1335,1.809,-1.3651,2.4199,2.5391,-14.8645,-19.615,24.8714,44.5519,3229.48,-1.0052,-2.8365,9.1258,-2.0405,-5.5012,3857,542.393,-8.2188,-4.6465,N/A,0.3985
HL6J2fuGEJejFNDtEexG,8/11/23,12:22:52,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,717.645,10.76771688,169.4692,-11.63385864,7934.3066,-6108.5986,1805,251.5171,190.8046,1803,251.2384,0.317,0.137,0.26,0.714,97.1766,170.3088,1.7526,-1.3306,2.3166,2.4234,-14.8184,-20.3876,24.5967,42.2194,3088.54,3.5446,-0.7595,1.7479,6.8575,-1.4749,3787,527.6982,3.8817,-20.731,N/A,0.3831
HNxckYENWRdeDZ47UfhS,8/11/23,12:22:43,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,717.939,11.60629958,176.0034,-12.58267757,7124.1379,-5479.5769,1751,243.8926,186.0142,1751,243.8926,0.305,0.145,0.286,0.736,103.3723,177.4704,1.7168,-1.4232,2.4049,2.5106,-15.7599,-21.9408,24.6883,43.6969,3197.93,-4.2755,1.3829,12.4879,-8.2766,2.7201,3949,550.0467,8.6857,26.5821,42.0036,0.4005
Tv53LQMQIaCzqlE9WbK7,8/11/23,12:22:33,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,717.894,11.39370115,174.3678,-11.38189013,6045.4545,-5697.6922,1647,229.4211,190.5839,1644,229.0032,0.301,0.154,0.268,0.723,87.3388,175.0899,2.0047,-1.1938,2.3827,2.4996,-12.2173,-16.2031,24.7943,45.0035,3293.35,0.1447,-0.2915,7.1966,0.2559,-0.5712,3769,525.0079,6.0228,-2.5426,-4.9647,0.4002
cQcQ3cxOlafzKUbXFcNE,8/11/23,9:27:55,BC0027,,Setter,Countermovement Jump,,Pre-Training,719.15,10.79921294,170.0507,-13.09448861,6245.1613,-5075.2397,1688,234.7215,179.1143,1687,234.5825,0.301,0.155,0.299,0.755,96.1102,170.9442,1.7786,-1.3138,2.3197,2.4435,-13.8813,-19.3674,23.131,41.8688,3069.31,1.3515,0.3235,5.5785,2.6473,0.6729,3391,471.5289,-9.2303,-42.9465,N/A,0.3633
e0lwJLUNd26FZzMfxhne,8/11/23,9:27:46,BC0027,,Setter,Countermovement Jump,,Pre-Training,718.813,11.25196886,173.5241,-13.14566971,6220.1258,-5109.9129,1706,237.3357,179.9226,1706,237.3357,0.29,0.159,0.303,0.752,99.5282,174.9077,1.7574,-1.3678,2.3682,2.4749,-14.5666,-19.6631,23.3772,42.8312,3138.39,-1.2421,1.6189,10.819,-2.51,3.1929,3120,434.0489,6.4103,-10.9125,-19.6628,0.3801
IT23J8tVUl9PzS6hNlIz,8/11/23,9:27:34,BC0027,,Setter,Countermovement Jump,,Pre-Training,718.595,11.5157484,175.4875,-12.87795317,7034.2466,-5337.8349,1746,242.9741,182.2308,1744,242.6958,0.297,0.146,0.297,0.74,103.3116,176.3543,1.707,-1.4128,2.3957,2.5067,-15.6291,-21.8498,24.012,43.3517,3175.57,-0.8283,-1.264,5.1607,-1.673,-2.4845,2911,405.0961,-12.6074,-14.9186,-25.9712,0.3953
QeWCvYNkqT9zNXy8Izbg,8/12/23,18:18:50,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,725.026,11.29527595,175.3598,-12.43700827,7884.058,-5726.5219,1809,249.5083,184.6305,1806,249.0945,0.309,0.138,0.286,0.733,106.1629,176.3741,1.6614,-1.4409,2.3727,2.487,-16.3192,-23.2019,24.4908,43.3379,3202.97,3.1876,2.7105,-4.0441,6.2139,5.2787,4332,597.4958,-1.8467,7.6425,14.2022,0.3915
i6jUYqEjflYoZyCatiZb,8/12/23,18:18:37,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,726.087,11.71653581,178.8596,-14.05511856,6664.4737,-4884.5034,1744,240.1916,180.1701,1744,240.1916,0.328,0.152,0.308,0.788,112.6993,180.1412,1.5984,-1.5305,2.4165,2.5293,-17.0554,-24.1683,24.0646,43.5598,3224.08,3.8197,-0.5686,1.0859,7.3701,-1.1093,4318,594.6946,6.2992,-16.5661,-28.4639,0.3777
8BgUIv1zKqM6M3ZrLX1I,8/12/23,18:18:26,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,722.779,11.47637832,176.1903,-12.54330749,7020.8333,-5448.3048,1736,240.1841,182.9433,1733,239.769,0.329,0.144,0.294,0.767,106.4063,177.104,1.6644,-1.4472,2.3914,2.5216,-16.097,-22.5092,24.1746,45.1109,3323.67,4.4327,-0.4597,7.2206,8.478,-0.875,4229,585.1028,-6.5973,-36.0604,-53.0245,0.38
Wsf1BquYDp6VE2BCiLOh,8/12/23,8:24:26,BC0027,,Setter,Countermovement Jump,,Pre-Training,726.233,10.76377987,171.4691,-13.09842562,6577.9221,-5227.4712,1739,239.4548,177.363,1739,239.4548,0.315,0.154,0.305,0.774,104.9711,172.2144,1.6406,-1.4186,2.3162,2.435,-15.3312,-21.778,23.1031,40.67,3010.80,-0.3801,2.3772,13.9191,-0.8231,4.6518,3446,474.5034,0.2322,-23.7673,N/A,0.3533
SBkORscIfAYf49kit8wq,8/12/23,8:24:19,BC0027,,Setter,Countermovement Jump,,Pre-Training,729.102,10.61417357,170.936,-12.38189016,6430.4636,-5421.78,1705,233.8493,179.415,1703,233.575,0.342,0.151,0.295,0.788,100.9711,171.6474,1.7,-1.3587,2.2999,2.4231,-14.4263,-20.1725,22.91,41.3487,3073.13,-4.6961,-3.2037,-3.6045,-8.9767,-6.2118,3264,447.674,4.1054,-1.0009,-1.9731,0.3421
nQeTpjnaV2YtVHFwrYsM,8/12/23,8:24:10,BC0027,,Setter,Countermovement Jump,,Pre-Training,725.327,11.45669328,176.6725,-12.48818938,7191.7808,-5586.5474,1772,244.3036,184.3058,1770,244.0279,0.33,0.146,0.289,0.765,105.0808,177.5905,1.69,-1.4243,2.3895,2.5047,-15.7482,-21.9354,24.4244,43.3634,3206.18,-1.6089,-2.4359,7.0476,-3.2073,-4.7348,3920,540.4459,-2.2959,-10.7466,-19.4124,0.3804
zxg8HMuooyDN9F0s3eGQ,8/13/23,16:55:19,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,733.196,10.5314964,171.2165,-12.4527563,6945.5782,-5536.0983,1751,238.8175,181.4456,1749,238.5447,0.311,0.147,0.287,0.745,104.0692,172.2422,1.6551,-1.3968,2.2908,2.4155,-15.2173,-21.2236,23.0946,41.9076,3132.16,-1.2799,-2.875,4.4074,-2.5537,-5.561,3899,531.7814,12.593,19.656,N/A,0.359
97l0wQFdFYOG9y1SP1Yd,8/13/23,16:55:09,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,733.246,10.85039405,173.8161,-11.24409485,7112.6761,-6102.7655,1743,237.7101,187.0393,1743,237.7101,0.298,0.142,0.273,0.713,93.4136,175.0843,1.8743,-1.2574,2.3255,2.4402,-13.2717,-18.8936,23.9692,42.8293,3201.27,-0.5519,-1.0806,2.3762,-1.1131,-2.1352,3959,539.9279,12.9073,-2.8597,N/A,0.3866
Fn9y1ZsC8RdYdsjN79n4,8/13/23,16:55:00,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,733.908,10.57480349,171.7394,-12.68897678,6826.6667,-5442.159,1754,238.9945,179.2105,1750,238.4495,0.279,0.15,0.296,0.725,109.2228,172.9347,1.5833,-1.4666,2.2956,2.4082,-16.3204,-23.5201,22.6976,41.3902,3096.49,-6.4756,-2.1564,10.7422,-12.2346,-4.2192,4237,577.3203,-7.7649,48.54,65.3634,0.3705
R2XmQiYnLYapCzbp8uyu,8/13/23,9:37:52,BC0027,,Setter,Countermovement Jump,,Pre-Training,722.639,11.14173264,173.5642,-12.82677206,7708.0292,-5472.4729,1783,246.7345,181.0545,1783,246.7345,0.294,0.137,0.297,0.728,106.6535,174.8352,1.6393,-1.4557,2.3562,2.4744,-16.5814,-23.9685,23.7254,42.4452,3126.66,1.0311,3.7032,21.2121,1.9377,7.1546,3931,543.9784,4.9606,-22.6093,N/A,0.3887
w0PgONgUB1oF6AhVjauG,8/13/23,9:37:43,BC0027,,Setter,Countermovement Jump,,Pre-Training,720.999,11.65748069,177.1394,-12.4527563,7587.4126,-5710.2704,1806,250.4858,184.7016,1804,250.2084,0.299,0.143,0.29,0.732,102.8996,177.9888,1.7297,-1.4022,2.4102,2.5287,-15.625,-21.6531,24.8898,43.564,3201.79,-3.374,0.6339,0.4608,-6.5468,1.2551,3529,489.4598,11.023,-18.8015,-31.6401,0.4045
gq2dSQyGa4QAYq9uW0w0,8/13/23,9:37:29,BC0027,,Setter,Countermovement Jump,,Pre-Training,718.75,11.9094492,178.4802,-13.4370083,7224.4898,-5220.8975,1782,247.9304,183.3367,1782,247.9304,0.283,0.147,0.299,0.729,108.6263,179.9698,1.6568,-1.4935,2.436,2.5554,-16.9113,-24.1523,24.8383,44.2686,3243.43,-4.0439,-1.3091,16.7608,-7.8701,-2.559,4003,556.9391,5.1212,3.4184,6.601,0.4149
7jxJFiupJhC1iLlJhATA,8/15/23,18:27:34,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,728.22,10.83858302,172.5272,-12.60629962,5993.5897,-5191.2346,1662,228.2277,179.0654,1659,227.8158,0.296,0.156,0.3,0.752,105.7227,173.5425,1.6415,-1.4286,2.3241,2.4307,-15.1549,-21.4359,22.7441,41.7653,3100.34,-4.9031,-2.1664,13.5829,-9.4193,-4.2292,3196,438.8784,-32.2904,-9.8689,-17.9647,0.3661
fKQbsiYmWBfnUebc6NUy,8/15/23,18:27:23,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,726.641,10.74803184,171.4343,-11.7598429,4731.4286,-5198.7308,1553,213.7231,178.6765,1551,213.4479,0.319,0.175,0.3,0.794,84.2498,172.2672,2.0447,-1.1393,2.3144,2.4319,-10.9408,-14.3842,22.532,42.1026,3118.60,-8.6069,-0.4999,9.4203,-15.9098,-0.9885,2906,399.9224,-63.042,-45.2136,-62.2668,0.3439
htVpnwujViViYCWMmngq,8/15/23,8:23:04,BC0027,,Setter,Countermovement Jump,,Pre-Training,728.243,10.54724443,170.182,-12.87401616,6736.8421,-5354.3318,1751,240.4417,178.4206,1748,240.0298,0.298,0.152,0.298,0.748,110.1056,171.0456,1.5535,-1.4855,2.2925,2.4252,-16.3885,-22.8205,22.894,41.2298,3060.69,-2.6799,-0.3378,14.8438,-5.2966,-0.6493,3794,520.9799,3.1102,-20.2812,N/A,0.3581
VNv0ol9OcIdSn5tw3Bgn,8/15/23,8:22:55,BC0027,,Setter,Countermovement Jump,,Pre-Training,728.009,10.89763814,172.9467,-12.38582717,7308.2192,-5702.5476,1794,246.4255,182.1813,1794,246.4255,0.292,0.146,0.29,0.728,105.3107,174.3894,1.656,-1.429,2.3305,2.4515,-15.9356,-21.7659,23.4712,42.6892,3168.01,-0.1574,-3.0154,-2.9053,-0.3001,-5.8441,3243,445.4615,7.0614,-2.1064,-4.1279,0.3802
gkoRkkk9UcFkQqVDjumr,8/15/23,8:22:46,BC0027,,Setter,Countermovement Jump,,Pre-Training,728.373,11.18897674,175.3378,-12.14173267,7465.7534,-5876.2818,1812,248.7736,187.2513,1812,248.7736,0.287,0.146,0.277,0.71,105.2045,176.9297,1.6818,-1.429,2.3615,2.4783,-16.0219,-21.7574,24.4914,43.2528,3211.44,-8.0713,-1.8139,12.844,-15.0296,-3.5458,3471,476.5416,-5.9637,1.1297,2.227,0.4003
NV6dLJwPwKEvQM36qSpl,8/16/23,17:30:03,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,727.3,11.05511846,174.007,-12.1535437,5689.441,-5308.5503,1639,225.354,181.1694,1639,225.354,0.331,0.161,0.296,0.788,95.9162,175.5402,1.8301,-1.3051,2.347,2.4652,-13.4352,-18.0053,23.2111,42.5781,3156.68,-4.9144,-1.7391,17.2489,-9.4556,-3.3941,4145,569.9161,-9.4813,-40.0315,N/A,0.3563
ASaVAR9Or7Ma9vmoi5rz,8/16/23,17:29:47,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,727.285,11.06692949,174.1146,-12.4015752,6923.0769,-5431.5039,1711,235.2585,186.2128,1711,235.2585,0.57,0.143,0.279,0.992,101.2777,175.779,1.7356,-1.3791,2.3485,2.4511,-15.0297,-21.1815,23.8029,43.2552,3206.82,-7.4511,-0.8885,11.1111,-13.9455,-1.767,4106,564.5655,-3.1174,42.0112,N/A,0.2834
VzsKF9unFamRkvjHYWWV,8/16/23,9:46:58,BC0027,,Setter,Countermovement Jump,,Pre-Training,728.245,11.51968541,177.8528,-13.07874058,6993.2886,-5327.624,1770,243.0501,181.447,1770,243.0501,0.294,0.149,0.301,0.744,109.5255,179.3958,1.6379,-1.4869,2.3958,2.4909,-16.5233,-23.1935,23.7448,42.9643,3189.45,-0.495,-6.9939,-4.0307,-0.9667,-13.0406,3404,467.4251,-5.6992,-33.0647,-49.7164,0.3932
p2Sn7U5sCcQgO7FB1TW8,8/16/23,9:46:49,BC0027,,Setter,Countermovement Jump,,Pre-Training,726.651,11.08661453,174.0981,-13.08267758,6649.3506,-5269.8634,1751,240.9685,177.8385,1751,240.9685,0.349,0.154,0.309,0.812,104.5307,175.6373,1.6802,-1.4225,2.3504,2.4587,-15.4408,-20.9233,23.1681,40.9469,3033.04,-2.3719,2.6916,7.2266,-4.6757,5.2276,3285,452.074,4.5358,-6.5805,-12.3646,0.3468
fdEsWZSfQp9YEk09x8qo,8/16/23,9:46:39,BC0027,,Setter,Countermovement Jump,,Pre-Training,727.427,11.98818936,181.2541,-12.37007914,5925.4658,-5334.3257,1676,230.4011,184.806,1676,230.4011,0.277,0.161,0.295,0.733,96.0093,182.803,1.904,-1.3064,2.4444,2.5429,-13.619,-17.891,24.2267,44.543,3302.93,-5.9656,-4.7358,-2.0964,-11.2761,-9.0393,3623,498.0568,-0.8556,-5.2109,-9.9044,0.4155
4kiezecpBYNT5PMrQJgl,8/17/23,12:02:20,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,724.95,11.44488226,176.4758,-12.92519726,7730.4965,-5553.0151,1823,251.4656,183.9556,1819,250.9139,0.285,0.141,0.29,0.716,109.3465,177.3965,1.6223,-1.4827,2.3881,2.5008,-16.9198,-24.1443,24.4375,43.5769,3220.30,-2.7579,-2.5583,14.3119,-5.4481,-4.9641,3409,470.2393,0.616,-20.6412,-34.1884,0.406
ahI54iarQaMrIsvsGoII,8/17/23,12:02:12,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,724.685,11.50787438,176.8982,-12.76771694,7296.5517,-5509.755,1787,246.5899,184.2051,1784,246.1759,0.301,0.145,0.29,0.736,105.1637,177.8404,1.6911,-1.4269,2.3947,2.5057,-15.9324,-21.7378,24.3705,44.3661,3277.42,-3.0345,-0.1764,12.2873,-5.963,-0.3391,2844,392.4464,15.5415,22.5387,36.7899,0.3971
rR3ID84Aq58Ar7FgAldG,8/17/23,12:02:00,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,723.278,11.70078778,178.0461,-11.86614211,7788.3212,-5935.1082,1789,247.3461,188.8808,1787,247.0696,0.325,0.137,0.277,0.739,101.6214,178.953,1.761,-1.3812,2.4149,2.5263,-15.3402,-22.5705,25.0495,45.184,3331.36,-9.6208,-1.5478,4.4049,-17.613,-3.0746,2477,342.4686,8.8413,7.0982,13.2608,0.4022
IgjRNKUCAFxMJRdVX9nw,8/17/23,9:49:20,BC0027,,Setter,Countermovement Jump,,Pre-Training,722.291,11.41338619,175.6038,-12.46850434,7331.0345,-5638.968,1786,247.2688,183.6006,1785,247.1303,0.292,0.145,0.291,0.728,106.3063,176.5953,1.6612,-1.4479,2.385,2.4933,-16.1008,-22.7622,24.211,42.8851,3157.54,-7.6729,0.7095,8.5607,-14.3231,1.3946,3251,450.0956,-0.3999,-22.9974,N/A,0.3982
JtWnx8g0nS2WX1jLYllQ,8/17/23,9:49:10,BC0027,,Setter,Countermovement Jump,,Pre-Training,722.257,11.28740194,174.6215,-13.39763822,6341.9355,-5021.7139,1709,236.6194,179.295,1705,236.0656,0.29,0.155,0.305,0.75,107.8517,175.5141,1.6274,-1.4676,2.3718,2.4791,-16.0669,-22.4009,23.3589,42.8946,3158.10,1.4367,-1.9303,11.4954,2.7881,-3.7604,3695,511.5907,7.6049,-25.2455,N/A,0.3823
HhTtAR21DHE5XN3NEOzC,8/17/23,9:49:00,BC0027,,Setter,Countermovement Jump,,Pre-Training,723.258,11.28346493,174.8154,-12.70078781,7380.2817,-5499.0712,1774,245.279,184.3011,1774,245.279,0.294,0.142,0.288,0.724,107.4364,176.4732,1.6426,-1.4702,2.3711,2.4885,-16.5784,-23.5125,24.1495,42.844,3158.74,2.8974,-0.0474,0,5.6446,-0.0782,3913,541.0241,-0.4344,-4.5056,N/A,0.3958
OrdwrCeX0XBaqOh3DDIo,8/18/23,11:31:48,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,713.307,12.04724448,178.1512,-12.42519725,7726.6187,-5661.4753,1787,250.5233,187.5933,1785,250.2429,0.346,0.139,0.285,0.77,105.7008,178.942,1.6929,-1.4553,2.4501,2.5522,-16.4905,-23.2212,25.2911,45.6534,3319.56,-2.7011,-0.6731,8.3799,-5.315,-1.336,3131,438.9414,-8.5915,19.5531,N/A,0.3973
p0RqE0qvYIk3D3jogwgc,8/18/23,11:31:35,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,712.745,12.0551185,178.0887,-12.97244136,6601.3072,-5232.6953,1724,241.8817,186.1903,1724,241.8817,0.286,0.153,0.291,0.73,100.2765,179.6152,1.7912,-1.3917,2.4512,2.5608,-14.9978,-20.373,25.0136,45.3542,3295.21,-2.0997,-2.7752,1.3861,-4.127,-5.3845,3151,442.0936,1.1108,-43.8388,N/A,0.4195
1KhF1smukwPptuibe4Td,8/18/23,11:31:24,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,712.775,11.68110274,175.2987,-11.8622051,6280,-5486.0014,1653,231.9105,188.1389,1651,231.6299,0.293,0.15,0.279,0.722,94.6802,176.0908,1.8598,-1.3045,2.4127,2.5218,-13.7693,-18.8235,24.4789,46.3106,3364.84,-2.6288,1.9819,22.293,-5.2339,3.8995,3110,436.3228,7.2026,4.4069,8.4455,0.4109
