Name,Session ID,Types,Description,Session begin date (UTC),Duration (hh:mm:ss),Time (hh:mm:ss),Position,Acceleration Load (load | high),Acceleration Load (load | low),Acceleration Load (load | medium),Acceleration Load (load | very high),Acceleration Load (max.),Acceleration Load (time | high) (hh:mm:ss),Acceleration Load (time | low) (hh:mm:ss),Acceleration Load (time | medium) (hh:mm:ss),Acceleration Load (time | very high) (hh:mm:ss),Acceleration Load / min,Anaerobic Activity (time) (hh:mm:ss),High Intensity Effort/Min,Jump Load (J),Jump Load / min (J),Jump Load per mass (J/kg),Jump Load per mass / min (J/kg),Total Workload,Changes of Orientation,Changes of Orientation / min,Exertions,Exertions (high),Exertions (low),Exertions (medium),Exertions (very high),Exertions / min,Exertions / min (high),Exertions / min (low),Exertions / min (medium),Exertions / min (very high),Jumps,Jumps (high),Jumps (low),Jumps (medium),Jumps (very high),Jumps (very low),Jumps / min,Jumps / min (high),Jumps / min (low),Jumps / min (medium),Jumps / min (very high),Jumps / min (very low),Jump Height,mRSI
ML004,161,Practice,Monday (8/21),08/21/2023,7917,7638,Outside Hitter,21.65,429.58,69.7,0.93,5.63,91,7241,300,4,0.68,54,4.1,29523.44,231.92,811.89,6.38,521.87,0,0,62,3,13,46,0,0.49,0.02,0.1,0.36,0,110,43,5,28,6,28,0.86,0.34,0.04,0.22,0.05,0.22,,
ML004,162,Practice,Tuesday (8/22),08/22/2023,7752,5835,Outside Hitter,25.11,366.13,90.67,3.92,5.88,89,5367,386,14,0.83,66,5,29519.62,303.54,811.79,8.35,485.84,7,0.07,58,14,5,39,0,0.6,0.14,0.05,0.4,0,97,40,6,18,17,16,1,0.41,0.06,0.19,0.17,0.16,,
ML004,168,Practice,Tuesday (8/29),08/29/2023,8575,6804,Outside Hitter,22.4,409.57,87.13,1.58,5.65,86,6337,374,6,0.76,54,4.59,32478.87,286.4,893.17,7.88,520.68,3,0.03,56,7,5,44,0,0.49,0.06,0.04,0.39,0,105,42,6,44,7,6,0.93,0.37,0.05,0.39,0.06,0.05,,
ML004,169,Practice,Wednesday (8/30),08/30/2023,8204,7344,Outside Hitter,19.89,415.56,82.58,3.33,5.76,76,6921,357,12,0.71,53,4.26,28605.96,233.71,786.66,6.43,521.37,0,0,52,16,6,30,0,0.42,0.13,0.05,0.25,0,95,38,6,30,10,11,0.78,0.31,0.05,0.25,0.08,0.09,,
ML004,173,Practice,Tuesday (9/5),09/05/2023,8216,6459,Outside Hitter,21.54,391.19,80.46,2.58,5.9,82,6036,342,9,0.77,58,4.6,28096.73,260.98,772.66,7.18,495.76,5,0.05,60,9,5,46,0,0.56,0.08,0.05,0.43,0,92,45,3,25,7,12,0.85,0.42,0.03,0.23,0.07,0.11,,
ML004,174,Practice,Wednesday (9/6),09/06/2023,4838,4787,Outside Hitter,13.71,277.73,66.54,2.54,5.63,52,4445,281,7,0.75,34,4.52,18781.97,235.41,516.5,6.47,360.52,1,0.01,33,5,4,24,0,0.41,0.06,0.05,0.3,0,62,18,6,27,7,4,0.78,0.23,0.08,0.34,0.09,0.05,,
ML004,181,Practice,Monday (9/11),9/11/23,8318,7294,Outside Hitter,31.42,408.57,99.96,3.32,5.83,119,6738,422,13,0.74,83,4.47,42636.94,350.73,1172.52,9.65,543.27,2,0.02,75,15,1,59,0,0.62,0.12,0.01,0.49,0,142,50,6,44,19,23,1.17,0.41,0.05,0.36,0.16,0.19,,
ML004,182,Practice,Tuesday (9/12),9/12/23,5337,5278,Outside Hitter,32.87,310.58,66.2,7.34,6.81,109,4870,279,18,0.79,81,4.74,26135.94,297.11,718.74,8.17,416.99,1,0.01,55,11,3,40,1,0.63,0.13,0.03,0.45,0.01,94,34,8,28,6,18,1.07,0.39,0.09,0.32,0.07,0.2,,
ML004,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:44,Outside Hitter,28.56,398.92,81.49,4.03,5.9,00:01:45,01:35:48,00:05:53,00:00:15,0.82,00:01:19,4.95,39075.36,376.69,1074.57,10.36,513.01,9,0.09,85,20,9,56,0,0.82,0.19,0.09,0.54,0,130,56,15,26,15,18,1.25,0.54,0.14,0.25,0.14,0.17,,
ML004,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Outside Hitter,11.31,386.17,61.89,0.17,5.44,00:00:51,01:51:17,00:04:41,00:00:00,0.66,00:00:22,3.93,12381.83,105.95,340.5,2.91,459.53,0,0,23,1,2,20,0,0.2,0.01,0.02,0.17,0,60,11,2,17,0,30,0.51,0.09,0.02,0.15,0,0.26,,
ML004,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:04:04,Outside Hitter,32.29,462.4,87.11,4.53,5.73,00:02:02,01:55:29,00:06:15,00:00:17,0.79,00:01:37,4.73,43311.37,349.1,1191.06,9.6,586.32,5,0.04,105,20,5,80,0,0.85,0.16,0.04,0.64,0,141,69,9,38,10,15,1.14,0.56,0.07,0.31,0.08,0.12,,
ML004,186,Practice,Preseason Afternoon Practice 2,08/09/2023,01:38:12,01:37:53,Outside Hitter,8.44,347.36,51.25,0.05,5.06,00:00:38,01:33:20,00:03:52,00:00:00,0.69,00:00:19,4.16,10862.35,110.95,298.71,3.05,407.1,1,0.01,13,0,0,13,0,0.13,0,0,0.13,0,46,4,1,29,0,12,0.47,0.04,0.01,0.3,0,0.12,,
ML004,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:45:34,Outside Hitter,25.85,402.81,72.32,2.45,5.63,00:01:42,01:39:03,00:05:07,00:00:09,0.79,00:01:07,4.77,39460.75,373.74,1085.17,10.28,503.43,3,0.03,70,11,5,54,0,0.66,0.1,0.05,0.51,0,129,61,11,38,9,10,1.22,0.58,0.1,0.36,0.09,0.09,,
ML004,188,Practice,Monday (9/18),09/18/2023,8393,6528,Outside Hitter,25.79,385.45,91.92,4.38,5.9,96,6039,373,17,0.78,76,4.67,33806.43,310.72,929.68,8.54,507.55,1,0.01,71,21,2,48,0,0.65,0.19,0.02,0.44,0,110,48,6,24,15,17,1.01,0.44,0.06,0.22,0.14,0.16,,
ML004,189,Practice,Preseason Afternoon Practice 3,08/10/2023,01:45:12,01:44:40,Outside Hitter,4.43,375.9,24.59,1.19,6.51,00:00:24,01:42:04,00:02:08,00:00:02,0.65,00:00:12,3.88,9830.3,93.91,270.33,2.58,406.11,0,0,7,0,0,6,1,0.07,0,0,0.06,0.01,40,0,12,28,0,0,0.38,0,0.11,0.27,0,0,,
ML004,190,Practice,Preseason Morning Practice 4,08/11/2023,02:28:16,01:33:11,Outside Hitter,18.11,390.64,63.54,1.76,5.68,00:01:13,01:27:16,00:04:39,00:00:06,0.85,00:00:41,5.09,28366.04,304.36,780.07,8.37,474.04,1,0.01,42,7,6,29,0,0.45,0.08,0.06,0.31,0,101,32,3,47,3,16,1.08,0.34,0.03,0.5,0.03,0.17,,
ML004,191,Practice,Preseason Morning Practice 5,08/12/2023,02:16:33,02:16:12,Outside Hitter,20.52,457.94,69.25,2.02,5.75,00:01:18,02:09:45,00:05:00,00:00:06,0.67,00:00:52,4.04,24966.96,183.29,686.59,5.04,549.73,8,0.06,54,5,5,44,0,0.4,0.04,0.04,0.32,0,84,39,5,20,7,13,0.62,0.29,0.04,0.15,0.05,0.1,,
ML004,191,Match,University of Arizona,9/21/23,6129,6125,Outside Hitter,23.3,318.86,71.21,4,6.25,74,5733,302,14,0.68,62,4.09,26524.83,259.84,729.43,7.15,417.38,16,0.16,54,15,4,35,0,0.53,0.15,0.04,0.34,0,76,41,4,7,20,4,0.74,0.4,0.04,0.07,0.2,0.04,,
ML004,192,Practice,Preseason Afternoon Practice 4,08/12/2023,01:43:25,01:43:16,Outside Hitter,7.31,372.99,48.46,0,4.94,00:00:30,01:39:02,00:03:42,00:00:00,0.69,00:00:15,4.15,12606.67,122.06,346.68,3.36,428.76,1,0.01,6,0,2,4,0,0.06,0,0.02,0.04,0,55,2,5,34,0,14,0.53,0.02,0.05,0.33,0,0.14,,
ML004,193,Practice,Preseason Morning Practice 6,08/13/2023,02:47:43,02:46:55,Outside Hitter,27.27,569.04,78.81,2.45,5.8,00:01:46,02:39:25,00:05:31,00:00:10,0.68,00:01:11,4.06,41552.34,248.92,1142.69,6.85,677.56,1,0.01,70,12,11,47,0,0.42,0.07,0.07,0.28,0,137,55,3,48,13,18,0.82,0.33,0.02,0.29,0.08,0.11,,
ML004,193,Match,University of Washington,09/24/2023,7577,7378,Outside Hitter,28.42,380.82,93.31,5.81,6.24,88,6885,382,21,0.69,78,4.13,26423.57,214.88,726.65,5.91,508.36,15,0.12,64,21,2,41,0,0.52,0.17,0.02,0.33,0,80,39,4,4,20,13,0.65,0.32,0.03,0.03,0.16,0.11,,
ML004,194,Practice,Preseason Afternoon Practice 5,08/13/2023,00:59:37,00:59:19,Outside Hitter,4.22,217.68,22.5,0,4.85,00:00:16,00:57:11,00:01:49,00:00:00,0.69,00:00:04,4.12,7454.26,125.63,204.99,3.45,244.41,1,0.02,4,0,1,3,0,0.07,0,0.02,0.05,0,28,3,4,20,0,1,0.47,0.05,0.07,0.34,0,0.02,,
ML004,194,Practice,Tuesday (9/26),09/26/2023,6871,6083,Outside Hitter,22.69,387.35,65.76,4.92,5.82,84,5689,290,18,0.79,69,4.74,33743.44,332.83,927.94,9.15,480.72,0,0,60,24,1,35,0,0.59,0.24,0.01,0.35,0,103,49,2,33,12,7,1.02,0.48,0.02,0.33,0.12,0.07,,
ML004,195,Practice,Wednesday (9/27),09/27/2023,7084,6624,Outside Hitter,13.71,350.43,51.97,1.63,5.93,53,6344,220,6,0.63,35,3.78,20104.95,182.11,552.89,5.01,417.74,2,0.02,32,7,1,24,0,0.29,0.06,0.01,0.22,0,69,24,1,28,5,11,0.63,0.22,0.01,0.25,0.05,0.1,,
ML004,199,Practice,Tuesday (10/03),10/03/2023,7876,7501,Outside Hitter,19.23,454.31,64.68,0.55,5.63,82,7137,277,2,0.72,55,4.31,27629.08,221,759.8,6.08,538.77,2,0.02,60,2,3,55,0,0.48,0.02,0.02,0.44,0,94,46,1,35,0,12,0.75,0.37,0.01,0.28,0,0.1,,
ML004,201,Practice,Thursday (10/5),10/05/2023,5247,4021,Outside Hitter,14.37,252.1,47.82,1.14,5.67,53,3754,207,4,0.78,41,4.71,16383.92,244.48,450.56,6.72,315.43,2,0.03,43,4,1,38,0,0.64,0.06,0.01,0.57,0,57,24,2,18,3,10,0.85,0.36,0.03,0.27,0.04,0.15,,
ML004,202,Match,USC,10/6/23,8558,8549,Outside Hitter,31.77,457.43,103.28,5.17,5.96,104,7988,436,19,0.7,89,4.19,39361.5,276.25,1082.44,7.6,597.66,10,0.07,81,24,1,56,0,0.57,0.17,0.01,0.39,0,114,60,7,14,28,5,0.8,0.42,0.05,0.1,0.2,0.04,,
ML004,203,Match,UCLA,10/08/2023,5806,5802,Outside Hitter,24.91,305.63,76.5,4.74,6.09,80,5393,311,17,0.71,69,4.26,28160.45,291.22,774.41,8.01,411.77,11,0.11,59,20,0,39,0,0.61,0.21,0,0.4,0,82,44,4,13,17,4,0.85,0.46,0.04,0.13,0.18,0.04,,
ML004,204,Practice,Tuesday (10/10),10/10/2023,7534,7257,Outside Hitter,38.98,398.42,90.58,5.63,6.15,148,6719,366,21,0.74,116,4.41,52538.11,434.38,1444.8,11.95,533.61,5,0.04,111,29,2,80,0,0.92,0.24,0.02,0.66,0,161,84,3,44,21,9,1.33,0.69,0.02,0.36,0.17,0.07,,
ML004,205,Practice,Wednesday (10/11),10/11/2023,8473,7998,Outside Hitter,32.97,469.59,85.13,6.34,6.02,123,7490,359,24,0.74,105,4.46,46299.99,347.34,1273.25,9.55,594.02,3,0.02,101,31,2,68,0,0.76,0.23,0.02,0.51,0,143,68,3,37,23,12,1.07,0.51,0.02,0.28,0.17,0.09,,
ML004,209,Practice,Wednesday (10/18),10/18/2023,7245,7241,Outside Hitter,17.98,301.7,57.72,1.61,5.85,98,6834,301,8,0.65,59,3.14,40438.54,335.08,1112.06,9.21,379.02,5,0.04,32,2,4,26,0,0.27,0.02,0.03,0.22,0,136,52,6,59,6,13,1.13,0.43,0.05,0.49,0.05,0.11,,
ML004,214,Practice,Tuesday (10/24),10/24/2023,8322,8153,Outside Hitter,24.32,400.64,95.1,3.97,5.76,114,7525,495,19,0.8,82,3.86,47955.89,352.92,1318.79,9.71,524.03,7,0.05,52,8,4,40,0,0.38,0.06,0.03,0.29,0,157,58,7,63,15,14,1.16,0.43,0.05,0.46,0.11,0.1,,
ML004,215,Practice,Wednesday (10/25),10/25/2023,7413,7385,Outside Hitter,24.28,351.44,90.16,1.84,5.83,117,6795,462,11,0.79,80,3.8,46745.17,379.78,1285.49,10.44,467.72,9,0.07,54,3,9,42,0,0.44,0.02,0.07,0.34,0,155,64,13,59,7,12,1.26,0.52,0.11,0.48,0.06,0.1,,
ML004,216,Practice,Thursday (10/26),10/26/2023,5672,5614,Outside Hitter,18.46,265.6,64.15,1.65,6.01,91,5187,328,8,0.77,61,3.74,33801.46,361.26,929.54,9.93,349.86,8,0.09,40,2,7,31,0,0.43,0.02,0.07,0.33,0,111,49,3,44,6,9,1.19,0.52,0.03,0.47,0.06,0.1,,
ML004,217,Match,CAL,10/27/23,5200,5150,Outside Hitter,17.15,224.87,67.62,4.47,6.16,68,4720,342,19,0.76,61,3.66,26701,311.08,734.28,8.55,414.1,12,0.14,48,13,6,29,0,0.56,0.15,0.07,0.34,0,82,32,2,12,22,14,0.96,0.37,0.02,0.14,0.26,0.16,,
ML004,218,Match,Stanford,10/29/2023,5060,5039,Outside Hitter,18.01,236.76,68.35,3.57,6.22,78,4606,340,16,0.8,65,3.89,30540.98,363.66,839.88,10,426.7,15,0.18,49,12,6,31,0,0.58,0.14,0.07,0.37,0,95,49,1,13,17,15,1.13,0.58,0.01,0.15,0.2,0.18,,
ML004,219,Practice,Tuesday (10/31),10/31/2023,8355,8333,Outside Hitter,21.33,376.58,69.22,1.47,5.63,110,7854,361,9,0.7,67,3.37,46020.14,331.36,1265.55,9.11,468.61,4,0.03,46,1,5,40,0,0.33,0.01,0.04,0.29,0,151,69,10,63,3,6,1.09,0.5,0.07,0.45,0.02,0.04,,
ML004,220,Practice,Wednesday (11/1),11/01/2023,7874,7858,Outside Hitter,52.56,351.43,95.45,2.82,6.01,207,7164,475,12,0.79,124,3.84,33565.03,256.29,923.04,7.05,502.26,45,0.34,95,4,44,47,0,0.73,0.03,0.34,0.36,0,110,59,10,21,8,12,0.84,0.45,0.08,0.16,0.06,0.09,,
ML004,224,Practice,Wednesday (11/8),11/08/2023,5823,5632,Outside Hitter,18.02,242.75,52.2,2.92,5.81,80,5263,277,13,0.69,63,3.37,31160.49,331.97,856.91,9.13,315.9,2,0.02,54,4,10,40,0,0.58,0.04,0.11,0.43,0,92,53,1,21,12,5,0.98,0.56,0.01,0.22,0.13,0.05,,
ML004,225,Match,Colorado,11/9/23,7443,7206,Outside Hitter,23.85,306.72,80.09,4.03,6.26,94,6689,404,19,0.71,78,3.45,33761.7,281.11,928.45,7.73,414.69,15,0.12,62,9,16,37,0,0.52,0.07,0.13,0.31,0,104,47,3,13,25,16,0.87,0.39,0.02,0.11,0.21,0.13,,
ML004,226,Match,Utah,11/11/23,5563,5529,Outside Hitter,20.71,242.33,61.84,3.05,5.93,87,5114,314,14,0.74,69,3.56,32037.78,347.67,881.04,9.56,327.93,8,0.09,57,10,10,37,0,0.62,0.11,0.11,0.4,0,95,51,2,11,21,10,1.03,0.55,0.02,0.12,0.23,0.11,,
ML004,227,Practice,Tuesday (11/14),11/14/2023,8926,8460,Outside Hitter,18.66,361.77,72.31,1.42,5.58,94,7983,376,7,0.67,58,3.22,35901.07,254.62,987.28,7,454.17,1,0.01,36,1,6,29,0,0.26,0.01,0.04,0.21,0,116,53,3,49,3,8,0.82,0.38,0.02,0.35,0.02,0.06,,
ML004,228,Practice,Wednesday (11/15),11/15/2023,7299,7253,Outside Hitter,14.73,310.4,57.65,1.77,5.61,74,6862,309,9,0.66,48,3.18,33116.62,273.96,910.71,7.53,384.54,1,0.01,32,2,5,25,0,0.26,0.02,0.04,0.21,0,109,44,11,45,4,5,0.9,0.36,0.09,0.37,0.03,0.04,,
ML004,230,Match,Oregon,11/17/23,7600,7541,Outside Hitter,27.04,324.6,84.99,5.34,6.15,109,6988,420,24,0.73,93,3.52,40265.58,320.37,1107.3,8.81,441.97,14,0.11,74,9,11,54,0,0.59,0.07,0.09,0.43,0,120,60,3,13,31,13,0.95,0.48,0.02,0.1,0.25,0.1,,
ML004,231,Match,Oregon State,11/19/2023,8252,8158,Outside Hitter,22.58,326.98,90.87,5.15,6.07,91,7596,449,21,0.68,73,3.28,34715.8,255.33,954.68,7.02,445.59,12,0.09,60,16,11,33,0,0.44,0.12,0.08,0.24,0,104,46,8,20,24,6,0.76,0.34,0.06,0.15,0.18,0.04,,
ML004,232,Practice,Monday (11/20),11/20/2023,5344,5225,Outside Hitter,3.33,192.28,17.83,0,4.93,16,5106,103,0,0.51,9,2.45,6063.01,69.62,166.73,1.91,213.45,2,0.02,4,0,1,3,0,0.05,0,0.01,0.03,0,22,6,1,12,0,3,0.25,0.07,0.01,0.14,0,0.03,,
ML004,233,Match,WSU,11/22/2023,9105,9046,Outside Hitter,27.54,371.9,102.73,6.78,6.45,103,8411,505,27,0.7,89,3.38,33957.13,225.23,933.82,6.19,508.96,16,0.11,71,22,18,31,0,0.47,0.15,0.12,0.21,0,107,46,4,7,28,22,0.71,0.31,0.03,0.05,0.19,0.15,,
ML004,234,Match,Arizona,11/25/2023,6234,6213,Outside Hitter,17.22,251.65,74.43,2.89,6.24,68,5757,375,13,0.69,59,3.34,24276.43,234.44,667.6,6.45,346.19,10,0.1,43,8,5,30,0,0.42,0.08,0.05,0.29,0,76,38,3,4,18,13,0.73,0.37,0.03,0.04,0.17,0.13,,
ML004,235,Practice,Monday (11/27),11/27/2023,7176,7149,Outside Hitter,23.79,337.32,75.53,1.92,5.59,115,6639,387,8,0.76,78,3.68,42111.59,353.43,1158.07,9.72,438.56,5,0.04,59,0,12,47,0,0.5,0,0.1,0.39,0,134,63,5,58,3,5,1.12,0.53,0.04,0.49,0.03,0.04,,
ML004,236,Practice,Tuesday (11/28),11/28/2023,7523,7351,Outside Hitter,27.7,353.47,94.85,2.68,5.99,132,6714,494,13,0.81,95,3.91,49337.13,402.68,1356.77,11.07,478.7,4,0.03,66,6,13,47,0,0.54,0.05,0.11,0.38,0,156,94,3,41,6,12,1.27,0.77,0.02,0.33,0.05,0.1,,
ML004,237,Practice,Wednesday (11/29),11/29/2023,4569,4532,Outside Hitter,10.35,182.57,20.84,1.62,6.11,49,4363,113,7,0.59,41,2.85,18633.75,246.7,512.43,6.78,215.39,0,0,25,7,2,16,0,0.33,0.09,0.03,0.21,0,69,9,10,38,3,9,0.91,0.12,0.13,0.5,0.04,0.12,,
ML004,238,Match,Georgia,12/01/2023,5327,5024,Outside Hitter,15.98,216.56,57.56,3.54,6.4,61,4655,292,16,0.72,53,3.51,23057.53,275.37,634.08,7.57,293.64,5,0.06,42,7,10,25,0,0.5,0.08,0.12,0.3,0,71,26,2,7,22,14,0.85,0.31,0.02,0.08,0.26,0.17,,
ML004,239,Match,BYU,12/2/23,5480,5435,Outside Hitter,21.58,248.11,63.62,4.9,6.3,81,5017,316,21,0.77,73,3.73,27341.77,301.84,751.9,8.3,338.22,15,0.17,60,14,16,30,0,0.66,0.15,0.18,0.33,0,84,38,4,7,20,15,0.93,0.42,0.04,0.08,0.22,0.17,,
ML004,240,Practice,Monday (12/4),12/04/2023,7732,7685,Outside Hitter,24.43,383.72,87.18,3.86,6.04,109,7109,448,18,0.81,84,3.9,41500.94,324.02,1141.28,8.91,499.19,5,0.04,61,10,11,40,0,0.48,0.08,0.09,0.31,0,133,76,7,40,3,7,1.04,0.59,0.05,0.31,0.02,0.05,,
ML004,241,Practice,Tuesday (12/5),12/05/2023,5302,5240,Outside Hitter,13.61,227.93,46.57,0.59,5.56,68,4936,233,3,0.68,46,3.31,24774.14,283.67,681.29,7.8,288.71,3,0.03,31,0,7,24,0,0.35,0,0.08,0.27,0,80,43,4,29,0,4,0.92,0.49,0.05,0.33,0,0.05,,
MS0011,2,Practice,Preseason Morning Practice 7,08/15/2023,9748,6076,Libero,8.09,440.61,96.61,1.35,6.86,29,5612,435,4,0.9,20,5.4,7272.45,71.81,230.54,2.28,546.66,6,0.06,23,2,2,16,3,0.23,0.02,0.02,0.16,0.03,34,11,13,3,1,6,0.34,0.11,0.13,0.03,0.01,0.06,,
MS0011,88,Practice,Preseason Afternoon Practice 6,08/15/2023,6939,6924,Libero,13.49,418.18,76.12,0.61,5.57,50,6520,349,2,0.73,35,4.41,17144.88,148.57,543.5,4.71,508.41,2,0.02,33,3,0,30,0,0.29,0.03,0,0.26,0,68,32,10,18,0,8,0.59,0.28,0.09,0.16,0,0.07,,
MS0011,107,Practice,Preseason Morning Practice 8,08/16/2023,7803,6272,Libero,17.75,441.5,88.66,0.84,7.11,71,5801,399,3,0.88,48,5.25,25170.49,240.79,797.91,7.63,548.76,4,0.04,54,1,0,52,1,0.52,0.01,0,0.5,0.01,103,56,33,7,0,7,0.99,0.54,0.32,0.07,0,0.07,,
MS0011,143,Practice,Preseason Afternoon Practice 7,08/16/2023,4013,3983,Libero,5.07,213.04,49.98,0.09,5.16,20,3745,215,1,0.67,13,4.04,6863.4,103.39,217.57,3.28,268.17,0,0,14,1,0,13,0,0.21,0.02,0,0.2,0,27,18,8,1,0,0,0.41,0.27,0.12,0.02,0,0,,
MS0011,158,Practice,Preseason Morning Practice 9,08/17/2023,7256,5765,Libero,10.36,370.21,64.03,0.81,6.27,39,5425,295,3,0.77,29,4.64,14709.55,153.09,466.3,4.85,445.42,4,0.04,29,4,3,22,0,0.3,0.04,0.03,0.23,0,60,28,17,8,3,4,0.62,0.29,0.18,0.08,0.03,0.04,,
MS0011,159,Practice,Day Before Scrimmage,08/18/2023,6011,5947,Libero,8.74,321.44,66.05,1.07,6.2,32,5608,301,3,0.67,24,4.01,9172.42,92.55,290.77,2.93,397.31,4,0.04,24,2,4,18,0,0.24,0.02,0.04,0.18,0,40,17,14,1,2,6,0.4,0.17,0.14,0.01,0.02,0.06,,
MS0011,160,Scrimmage,Maroon vs. Gold,08/19/2023,8799,7161,Libero,7.94,408.26,82.3,0.36,5.85,27,6747,384,2,0.7,14,4.18,11524.67,96.56,365.34,3.06,498.87,0,0,11,2,2,7,0,0.09,0.02,0.02,0.06,0,56,16,31,2,0,7,0.47,0.13,0.26,0.02,0,0.06,,
MS0011,161,Practice,Monday (8/21),08/21/2023,7917,7565,Libero,18.9,449.42,81.09,0.52,6.42,76,7130,355,2,0.73,49,4.36,23257.54,184.45,737.27,5.85,549.94,0,0,54,0,2,52,0,0.43,0,0.02,0.41,0,90,56,16,7,3,8,0.71,0.44,0.13,0.06,0.02,0.06,,
MS0011,162,Practice,Tuesday (8/22),08/22/2023,7752,6008,Libero,9.4,420.62,69,0.23,5.61,39,5666,322,1,0.83,24,4.99,15956.83,159.36,505.84,5.05,499.25,3,0.03,30,1,0,29,0,0.3,0.01,0,0.29,0,70,35,19,2,0,14,0.7,0.35,0.19,0.02,0,0.14,,
MS0011,168,Practice,Tuesday (8/29),08/29/2023,8575,6804,Libero,13.39,469.96,113.63,1.07,6.39,51,6246,503,4,0.88,32,5.27,17613.38,155.31,558.35,4.92,598.05,3,0.03,36,2,2,31,1,0.32,0.02,0.02,0.27,0.01,77,37,24,4,1,11,0.68,0.33,0.21,0.04,0.01,0.1,,
MS0011,169,Practice,Wednesday (8/30),08/30/2023,8204,7344,Libero,13.84,466.42,116.43,1.63,6.34,51,6793,516,6,0.81,32,4.89,17447.68,142.55,553.1,4.52,598.32,6,0.05,31,6,2,22,1,0.25,0.05,0.02,0.18,0.01,72,34,20,5,3,10,0.59,0.28,0.16,0.04,0.02,0.08,,
MS0011,173,Practice,Tuesday (9/5),09/05/2023,8216,6413,Libero,13.46,439.65,98.87,1.08,6.09,51,5930,437,4,0.86,32,5.17,16380.06,153.26,519.25,4.86,553.06,4,0.04,35,4,2,29,0,0.33,0.04,0.02,0.27,0,65,37,17,6,0,5,0.61,0.35,0.16,0.06,0,0.05,,
MS0011,174,Practice,Wednesday (9/6),09/06/2023,4838,4787,Libero,11.58,324.5,71.77,0.28,6.33,40,4425,319,1,0.85,18,5.12,10683.65,133.91,338.67,4.24,408.13,1,0.01,17,1,3,13,0,0.21,0.01,0.04,0.16,0,45,24,14,1,0,6,0.56,0.3,0.18,0.01,0,0.08,,
MS0011,181,Practice,Monday (9/11),9/11/23,8318,7308,Libero,16.65,535.21,127.87,1.51,6.56,60,6687,553,5,0.93,39,5.59,17514.83,143.8,555.23,4.56,681.25,4,0.03,42,3,2,35,2,0.34,0.02,0.02,0.29,0.02,77,30,22,9,2,14,0.63,0.25,0.18,0.07,0.02,0.11,,
MS0011,182,Practice,Tuesday (9/12),9/12/23,5337,5278,Libero,19.22,349.61,95.06,1.82,6.35,59,4818,394,6,0.88,34,5.29,7968.5,90.59,252.6,2.87,465.7,2,0.02,25,4,4,16,1,0.28,0.05,0.05,0.18,0.01,34,16,12,4,0,2,0.39,0.18,0.14,0.05,0,0.02,,
MS0011,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:43,Libero,7.63,418.72,59.68,1.2,5.88,00:00:28,01:38:29,00:04:40,00:00:03,0.78,00:00:20,4.7,8085.78,77.96,256.32,2.47,487.23,1,0.01,22,5,3,14,0,0.21,0.05,0.03,0.13,0,34,17,11,3,0,3,0.33,0.16,0.11,0.03,0,0.03,,
MS0011,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Libero,13.77,395.5,99.33,0.47,6.52,00:00:51,01:48:42,00:07:14,00:00:02,0.73,00:00:33,4.36,15689.93,134.26,497.38,4.26,509.07,0,0,38,1,2,34,1,0.33,0.01,0.02,0.29,0.01,58,43,9,1,1,4,0.5,0.37,0.08,0.01,0.01,0.03,,
MS0011,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:04:03,Libero,8.78,497.48,86.78,0.23,6.04,00:00:36,01:56:38,00:06:48,00:00:00,0.8,00:00:21,4.78,11789.39,95.02,373.73,3.01,593.27,0,0,27,1,1,25,0,0.22,0.01,0.01,0.2,0,48,30,9,0,0,9,0.39,0.24,0.07,0,0,0.07,,
MS0011,186,Practice,Preseason Afternoon Practice 2,08/09/2023,01:38:12,01:37:53,Libero,10.43,331.37,85.1,0.31,5.74,00:00:44,01:30:57,00:06:09,00:00:01,0.73,00:00:26,4.36,13857.87,141.55,439.3,4.49,427.21,1,0.01,37,1,2,34,0,0.38,0.01,0.02,0.35,0,51,39,7,2,0,3,0.52,0.4,0.07,0.02,0,0.03,,
MS0011,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:42:14,Libero,7.1,433.58,66.08,0.56,5.58,00:00:29,01:37:04,00:05:06,00:00:01,0.83,00:00:18,4.96,7022.7,68.69,222.62,2.18,507.32,0,0,21,2,2,17,0,0.21,0.02,0.02,0.17,0,34,11,13,3,0,7,0.33,0.11,0.13,0.03,0,0.07,,
MS0011,188,Practice,Monday (9/18),09/18/2023,8393,6489,Libero,9.64,465.59,92.23,1.29,6.3,37,6022,422,4,0.88,23,5.26,14572.52,134.74,461.95,4.27,568.74,1,0.01,22,3,0,18,1,0.2,0.03,0,0.17,0.01,69,23,26,2,2,16,0.64,0.21,0.24,0.02,0.02,0.15,,
