Name,Session ID,Types,Description,Session begin date (UTC),Duration (hh:mm:ss),Time (hh:mm:ss),Position,Acceleration Load (load | high),Acceleration Load (load | low),Acceleration Load (load | medium),Acceleration Load (load | very high),Acceleration Load (max.),Acceleration Load (time | high) (hh:mm:ss),Acceleration Load (time | low) (hh:mm:ss),Acceleration Load (time | medium) (hh:mm:ss),Acceleration Load (time | very high) (hh:mm:ss),Acceleration Load / min,Anaerobic Activity (time) (hh:mm:ss),High Intensity Effort/Min,Jump Load (J),Jump Load / min (J),Jump Load per mass (J/kg),Jump Load per mass / min (J/kg),Total Workload,Changes of Orientation,Changes of Orientation / min,Exertions,Exertions (high),Exertions (low),Exertions (medium),Exertions (very high),Exertions / min,Exertions / min (high),Exertions / min (low),Exertions / min (medium),Exertions / min (very high),Jumps,Jumps (high),Jumps (low),Jumps (medium),Jumps (very high),Jumps (very low),Jumps / min,Jumps / min (high),Jumps / min (low),Jumps / min (medium),Jumps / min (very high),Jumps / min (very low),Jump Height,mRSI
BC0027,2,Practice,Preseason Morning Practice 7,08/15/2023,9748,6321,Setter,11.45,440.9,106.58,0,4.85,43,5785,497,0,0.88,19,5.31,39567.79,375.59,1199.52,11.39,558.93,10,0.09,20,0,2,18,0,0.19,0,0.02,0.17,0,200,17,138,34,0,11,1.9,0.16,1.31,0.32,0,0.1,,
BC0027,88,Practice,Preseason Afternoon Practice 6,08/15/2023,6939,6924,Setter,4.59,392.16,73.44,0,4.71,24,6541,357,0,0.68,7,4.07,29332.16,254.18,889.22,7.71,470.19,0,0,6,0,1,5,0,0.05,0,0.01,0.04,0,152,1,109,38,0,4,1.32,0.01,0.94,0.33,0,0.03,,
BC0027,107,Practice,Preseason Morning Practice 8,08/16/2023,7803,6336,Setter,17.22,452.55,97.42,0.11,5.21,75,5810,452,1,0.9,38,5.37,51012.27,483.07,1546.47,14.64,567.3,21,0.2,44,0,10,34,0,0.42,0,0.09,0.32,0,227,63,119,36,0,9,2.15,0.6,1.13,0.34,0,0.09,,
BC0027,143,Practice,Preseason Afternoon Practice 7,08/16/2023,4013,3983,Setter,4.8,203.39,21.32,0,4.48,31,3841,110,0,0.58,10,3.46,15685.43,236.29,475.51,7.16,229.5,0,0,4,0,0,4,0,0.06,0,0,0.06,0,73,0,23,48,0,2,1.1,0,0.35,0.72,0,0.03,,
BC0027,158,Practice,Preseason Morning Practice 9,08/17/2023,7256,6106,Setter,17.54,401.21,97.49,0,4.85,84,5576,444,0,0.85,39,5.07,44039.31,432.75,1335.08,13.12,516.24,11,0.11,41,0,11,30,0,0.4,0,0.11,0.29,0,209,18,103,74,0,14,2.05,0.18,1.01,0.73,0,0.14,,
BC0027,159,Practice,Day Before Scrimmage,08/18/2023,6011,5918,Setter,10.18,358.01,92.09,0.23,5.52,42,5450,423,1,0.78,21,4.67,30945.46,313.72,938.13,9.51,460.51,11,0.11,25,2,3,20,0,0.25,0.02,0.03,0.2,0,156,18,105,21,0,12,1.58,0.18,1.06,0.21,0,0.12,,
BC0027,160,Scrimmage,Maroon vs. Gold,08/19/2023,8799,4259,Setter,9.07,252.63,70.39,0.66,6.02,33,3900,322,1,0.78,16,4.69,24153.03,340.26,732.21,10.32,332.75,1,0.01,12,1,2,9,0,0.17,0.01,0.03,0.13,0,129,3,82,31,0,13,1.82,0.04,1.16,0.44,0,0.18,,
BC0027,161,Practice,Monday (8/21),08/21/2023,7917,7623,Setter,8.96,425.47,82.07,0.05,5.13,42,7189,390,0,0.68,18,4.07,33929.61,267.05,1028.6,8.1,516.55,7,0.06,25,0,4,21,0,0.2,0,0.03,0.17,0,161,19,99,39,0,4,1.27,0.15,0.78,0.31,0,0.03,,
BC0027,162,Practice,Tuesday (8/22),08/22/2023,7752,6127,Setter,10.05,392.38,77.8,0,4.79,47,5730,370,0,0.78,21,4.7,32725.84,320.47,992.1,9.72,480.23,3,0.03,24,0,5,19,0,0.24,0,0.05,0.19,0,154,24,93,31,0,6,1.51,0.24,0.91,0.3,0,0.06,,
BC0027,168,Practice,Tuesday (8/29),08/29/2023,8575,6804,Setter,5.41,433.27,91.3,0,4.73,24,6339,440,0,0.78,7,4.67,27410.67,241.72,830.97,7.33,529.98,5,0.04,6,0,2,4,0,0.05,0,0.02,0.04,0,147,4,114,20,0,9,1.3,0.04,1.01,0.18,0,0.08,,
BC0027,169,Practice,Wednesday (8/30),08/30/2023,8204,7344,Setter,7.84,419.7,83.64,0,4.93,41,6916,410,0,0.7,14,4.18,38749.97,316.59,1174.73,9.6,511.18,5,0.04,12,0,1,11,0,0.1,0,0.01,0.09,0,199,11,140,38,0,10,1.63,0.09,1.14,0.31,0,0.08,,
BC0027,173,Practice,Tuesday (9/5),09/05/2023,8216,6438,Setter,8.16,437.06,94.73,0.1,5.32,34,5957,456,0,0.84,15,5.03,37143.08,346.14,1126.01,10.49,540.05,8,0.07,18,1,4,13,0,0.17,0.01,0.04,0.12,0,186,14,131,33,0,8,1.73,0.13,1.22,0.31,0,0.07,,
BC0027,174,Practice,Wednesday (9/6),09/06/2023,4838,4787,Setter,5.9,279.66,42.67,0.1,5.23,25,4555,205,0,0.69,10,4.12,17560.55,220.1,532.36,6.67,328.33,4,0.05,12,0,3,9,0,0.15,0,0.04,0.11,0,89,13,54,9,0,13,1.12,0.16,0.68,0.11,0,0.16,,
BC0027,181,Practice,Monday (9/11),9/11/23,8318,7311,Setter,12.17,483.02,113.11,0,4.91,57,6699,554,0,0.83,25,4.99,56390.81,462.79,1709.52,14.03,608.3,8,0.07,29,0,6,23,0,0.24,0,0.05,0.19,0,275,20,177,67,0,11,2.26,0.16,1.45,0.55,0,0.09,,
BC0027,182,Practice,Tuesday (9/12),9/12/23,5337,5278,Setter,7.15,280.17,55.71,0,4.63,33,4984,259,0,0.65,12,3.9,24432.6,277.75,740.69,8.42,343.02,2,0.02,12,0,0,12,0,0.14,0,0,0.14,0,119,14,75,21,0,9,1.35,0.16,0.85,0.24,0,0.1,,
BC0027,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:46,Setter,8.38,432.37,110,0.06,5.36,00:00:35,01:34:41,00:08:28,00:00:00,0.88,00:00:13,5.31,31324.06,301.82,949.61,9.15,550.81,8,0.08,15,1,3,11,0,0.14,0.01,0.03,0.11,0,160,8,95,41,0,16,1.54,0.08,0.92,0.4,0,0.15,,
BC0027,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Setter,5.76,333.17,83.04,0,4.35,00:00:28,01:50:12,00:06:09,00:00:00,0.6,00:00:05,3.61,24219.2,207.24,734.22,6.28,421.97,0,0,2,0,2,0,0,0.02,0,0.02,0,0,118,2,67,45,0,4,1.01,0.02,0.57,0.39,0,0.03,,
BC0027,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:04:04,Setter,6.97,471.28,100.82,0,4.83,00:00:30,01:55:24,00:08:10,00:00:00,0.78,00:00:10,4.67,35545.11,286.5,1077.57,8.69,579.08,2,0.02,10,0,3,7,0,0.08,0,0.02,0.06,0,193,6,135,32,0,20,1.56,0.05,1.09,0.26,0,0.16,,
BC0027,186,Practice,Preseason Afternoon Practice 2,08/09/2023,01:38:12,01:37:53,Setter,6.3,340.3,82.74,0.15,5.34,00:00:30,01:30:51,00:06:29,00:00:00,0.73,00:00:12,4.39,29171.91,297.98,884.36,9.03,429.5,0,0,12,1,0,11,0,0.12,0.01,0,0.11,0,145,11,97,25,2,10,1.48,0.11,0.99,0.26,0.02,0.1,,
BC0027,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:45:34,Setter,19,355,120,1.4,4.3,00:00:09,00:25:06,00:03:23,00:00:00,1.03,00:00:01,4.78,18608.92,648.4,564.14,19.66,483.87,1,0.03,0,0,0,0,0,0,0,0,0,0,141,12,91,38,0,4,3.52,0,2.86,0.52,0,0.14,,
BC0027,188,Practice,Monday (9/18),09/18/2023,8393,6528,Setter,2.47,389.91,58.05,0,4.35,15,6197,314,0,0.69,3,4.14,33072.75,303.98,1002.62,9.22,450.43,0,0,2,0,1,1,0,0.02,0,0.01,0.01,0,177,0,139,28,0,10,1.63,0,1.28,0.26,0,0.09,,
BC0027,189,Practice,Preseason Afternoon Practice 3,08/10/2023,01:45:12,01:44:40,Setter,4.87,406.93,77.66,1.58,6.32,00:00:18,01:38:07,00:06:10,00:00:03,0.78,00:00:06,4.69,19727.35,188.45,598.05,5.71,491.04,0,0,3,0,1,1,1,0.03,0,0.01,0.01,0.01,105,0,75,21,0,9,1,0,0.72,0.2,0,0.09,,
BC0027,190,Practice,Preseason Morning Practice 4,08/11/2023,02:28:16,01:33:11,Setter,5.13,363.4,81.23,0,4.45,00:00:28,01:26:28,00:06:19,00:00:00,0.8,00:00:09,4.83,28259.29,303.21,856.7,9.19,449.76,1,0.01,10,0,5,5,0,0.11,0,0.05,0.05,0,142,11,82,37,0,12,1.52,0.12,0.88,0.4,0,0.13,,
BC0027,191,Practice,Preseason Morning Practice 5,08/12/2023,02:16:33,02:16:12,Setter,12.29,438.44,94.58,0,4.87,00:00:51,02:08:13,00:07:05,00:00:00,0.67,00:00:19,4,30870.51,226.63,935.86,6.87,545.3,11,0.08,20,0,7,13,0,0.15,0,0.05,0.1,0,146,22,79,32,1,12,1.07,0.16,0.58,0.23,0.01,0.09,,
BC0027,192,Practice,Preseason Afternoon Practice 4,08/12/2023,01:43:25,01:43:16,Setter,6.7,384.87,85.41,0,4.74,00:00:33,01:36:17,00:06:23,00:00:00,0.77,00:00:11,4.62,17292.9,167.43,524.24,5.08,476.97,2,0.02,7,0,2,5,0,0.07,0,0.02,0.05,0,87,1,56,26,0,4,0.84,0.01,0.54,0.25,0,0.04,,
BC0027,193,Practice,Preseason Morning Practice 6,08/13/2023,02:47:43,02:46:55,Setter,12.38,601.33,131.72,0.09,5.09,00:00:57,02:35:38,00:10:18,00:00:00,0.74,00:00:23,4.47,49267.47,295.13,1493.57,8.95,745.52,8,0.05,23,0,4,19,0,0.14,0,0.02,0.11,0,252,13,169,53,0,17,1.51,0.08,1.01,0.32,0,0.1,,
BC0027,194,Practice,Preseason Afternoon Practice 5,08/13/2023,00:59:37,00:59:19,Setter,5.16,215.66,33.16,0,4.62,00:00:24,00:56:19,00:02:33,00:00:00,0.71,00:00:10,4.28,10642.61,179.37,322.64,5.44,253.98,3,0.05,9,0,5,4,0,0.15,0,0.08,0.07,0,48,6,18,23,0,1,0.81,0.1,0.3,0.39,0,0.02,,
BC0027,214,Practice,Tuesday (10/24),10/24/2023,8322,5808,Setter,0.46,273.21,26.38,0,4.08,3,5649,157,0,0.64,0,3.1,6075.22,62.76,184.17,1.9,300.04,0,0,0,0,0,0,0,0,0,0,0,0,36,0,20,5,0,11,0.37,0,0.21,0.05,0,0.11,,
BC0027,215,Practice,Wednesday (10/25),10/25/2023,7413,6629,Setter,1.33,245.3,22.92,0,4.43,7,6483,139,0,0.5,3,2.44,10960.37,99.2,332.27,3.01,269.54,3,0.03,2,0,2,0,0,0.02,0,0.02,0,0,69,2,34,6,0,27,0.62,0.02,0.31,0.05,0,0.24,,
BC0027,216,Practice,Thursday (10/26),10/26/2023,5672,5323,Setter,1.84,245.68,30.52,0,4.53,11,5119,193,0,0.65,3,3.13,18083.41,203.83,548.21,6.18,278.04,1,0.01,2,0,2,0,0,0.02,0,0.02,0,0,107,3,64,9,0,31,1.21,0.03,0.72,0.1,0,0.35,,
BC0027,219,Practice,Tuesday (10/31),10/31/2023,8355,8333,Setter,1.77,340.11,34.66,0,4.62,10,8102,221,0,0.56,3,2.71,22227.59,160.05,673.84,4.85,376.54,1,0.01,1,0,1,0,0,0.01,0,0.01,0,0,138,3,69,12,0,54,0.99,0.02,0.5,0.09,0,0.39,,
BC0027,220,Practice,Wednesday (11/1),11/01/2023,7874,7858,Setter,5.16,339.82,47.77,0,4.64,27,7547,283,0,0.62,13,3,27120.65,207.08,822.18,6.28,392.75,2,0.02,4,0,3,1,0,0.03,0,0.02,0.01,0,144,20,73,19,0,32,1.1,0.15,0.56,0.15,0,0.24,,
BC0027,223,Practice,Tuesday (11/7),11/07/2023,9574,8571,Setter,0.94,334.1,32.42,0,4.47,5,8359,207,0,0.53,2,2.57,17844.91,124.92,540.98,3.79,367.46,0,0,2,0,2,0,0,0.01,0,0.01,0,0,111,3,73,4,0,31,0.78,0.02,0.51,0.03,0,0.22,,
BC0027,224,Practice,Wednesday (11/8),11/08/2023,5823,5548,Setter,1.92,240.8,29.2,0.1,5.38,11,5339,197,1,0.61,4,2.94,21353.7,230.93,647.35,7,272.02,1,0.01,3,0,1,2,0,0.03,0,0.01,0.02,0,128,1,84,8,0,35,1.38,0.01,0.91,0.09,0,0.38,,
BC0027,227,Practice,Tuesday (11/14),11/14/2023,8926,8460,Setter,3.77,379.53,52.79,0,4.95,20,8119,321,0,0.64,7,3.09,23310.94,165.33,706.68,5.01,436.1,5,0.04,5,0,4,1,0,0.04,0,0.03,0.01,0,131,8,82,14,0,27,0.93,0.06,0.58,0.1,0,0.19,,
BC0027,228,Practice,Wednesday (11/15),11/15/2023,7299,7215,Setter,2.22,351.85,39.33,0.02,5.05,13,6945,257,0,0.68,6,3.27,20202.84,168,612.46,5.09,393.42,2,0.02,4,0,2,2,0,0.03,0,0.02,0.02,0,121,1,79,10,0,31,1.01,0.01,0.66,0.08,0,0.26,,
BC0027,232,Practice,Monday (11/20),11/20/2023,5344,5225,Setter,3.62,228.2,35.94,0,4.49,22,4983,221,0,0.63,6,3.07,16915.94,194.25,512.82,5.89,267.76,2,0.02,1,0,1,0,0,0.01,0,0.01,0,0,97,3,57,14,0,23,1.11,0.03,0.65,0.16,0,0.26,,
BC0027,235,Practice,Monday (11/27),11/27/2023,7176,7149,Setter,8.04,353.16,69.4,0,4.74,45,6695,409,0,0.75,15,3.61,39477.41,331.33,1196.78,10.04,430.6,6,0.05,5,0,4,1,0,0.04,0,0.03,0.01,0,205,14,121,40,0,30,1.72,0.12,1.02,0.34,0,0.25,,
BC0027,236,Practice,Tuesday (11/28),11/28/2023,7523,7241,Setter,7.47,370.33,55.81,0.05,5.4,40,6870,331,1,0.74,16,3.59,32587.21,270.01,987.9,8.19,433.67,12,0.1,5,0,3,2,0,0.04,0,0.02,0.02,0,172,20,81,32,0,39,1.43,0.17,0.67,0.27,0,0.32,,
BC0027,237,Practice,Wednesday (11/29),11/29/2023,4569,4532,Setter,2.94,199.84,33.1,0,4.52,21,4306,205,0,0.64,8,3.12,26653.63,352.87,808.02,10.7,235.88,0,0,0,0,0,0,0,0,0,0,0,0,141,12,75,27,0,27,1.87,0.16,0.99,0.36,0,0.36,,
BC0027,240,Practice,Monday (12/4),12/04/2023,7732,7685,Setter,13.29,383.25,63.27,0.07,5.2,74,7224,387,1,0.74,37,3.59,50113.14,391.25,1519.21,11.86,459.88,12,0.09,16,0,12,4,0,0.12,0,0.09,0.03,0,251,29,116,63,0,43,1.96,0.23,0.91,0.49,0,0.34,,
BC0027,241,Practice,Tuesday (12/5),12/05/2023,5302,5240,Setter,3.29,205,26.17,0,4.51,17,5066,157,0,0.55,6,2.68,8429.6,96.52,255.55,2.93,234.45,1,0.01,4,0,4,0,0,0.05,0,0.05,0,0,46,4,19,10,0,13,0.53,0.05,0.22,0.11,0,0.15,,
CJ0023,2,Practice,Preseason Morning Practice 7,08/15/2023,9748,4864,Middle Blocker,34.45,241.09,52.23,1.66,5.76,122,4540,200,7,0.68,88,4.06,52092.56,642.59,1123.57,13.86,329.43,5,0.06,80,5,2,73,0,0.99,0.06,0.02,0.9,0,124,56,13,31,22,2,1.53,0.69,0.16,0.38,0.27,0.02,,
CJ0023,88,Practice,Preseason Afternoon Practice 6,08/15/2023,6939,6924,Middle Blocker,12.45,311.79,38.79,0,4.84,44,6691,187,0,0.52,25,3.15,16720.37,144.89,360.64,3.13,363.03,0,0,12,0,1,11,0,0.1,0,0.01,0.1,0,46,16,7,22,0,1,0.4,0.14,0.06,0.19,0,0.01,,
CJ0023,107,Practice,Preseason Morning Practice 8,08/16/2023,7803,6249,Middle Blocker,35,251,58.77,0.77,5.59,135,5891,223,3,0.55,80,3.32,59239.64,568.79,1277.72,12.27,345.55,9,0.09,77,2,10,65,0,0.74,0.02,0.1,0.62,0,151,53,18,71,9,0,1.45,0.51,0.17,0.68,0.09,0,,
CJ0023,143,Practice,Preseason Afternoon Practice 7,08/16/2023,4013,3983,Middle Blocker,10.34,172.27,24.53,0,4.86,47,3834,100,0,0.52,24,3.12,25092.69,378,541.21,8.15,207.14,0,0,22,0,2,20,0,0.33,0,0.03,0.3,0,64,32,3,28,0,1,0.96,0.48,0.05,0.42,0,0.02,,
CJ0023,158,Practice,Preseason Morning Practice 9,08/17/2023,7256,3494,Middle Blocker,30.54,184.81,47.48,4.87,11.4,113,3181,176,17,0.77,92,4.6,44421.33,762.78,958.11,16.45,267.69,9,0.15,94,15,8,67,4,1.61,0.26,0.14,1.15,0.07,113,53,18,37,5,0,1.94,0.91,0.31,0.64,0.09,0,,
CJ0023,159,Practice,Day Before Scrimmage,08/18/2023,6011,5893,Middle Blocker,24.49,227.73,39.59,2.54,5.86,90,5638,155,9,0.5,67,3,41073.94,418.19,885.91,9.02,294.35,6,0.06,61,6,2,53,0,0.62,0.06,0.02,0.54,0,100,38,9,39,14,0,1.02,0.39,0.09,0.4,0.14,0,,
CJ0023,160,Scrimmage,Maroon vs. Gold,08/19/2023,8799,6546,Middle Blocker,24.82,285.18,48.3,1.8,6.6,87,6259,200,6,0.55,59,3.3,34172.64,313.22,737.06,6.76,360.1,3,0.03,54,7,10,36,1,0.49,0.06,0.09,0.33,0.01,93,24,18,42,5,4,0.85,0.22,0.16,0.38,0.05,0.04,,
CJ0023,161,Practice,Monday (8/21),08/21/2023,7917,7548,Middle Blocker,33.82,345.25,56.62,1.15,5.91,134,7189,218,5,0.58,81,3.47,61639.3,489.97,1329.48,10.57,436.84,9,0.07,77,3,11,63,0,0.61,0.02,0.09,0.5,0,159,49,17,81,12,0,1.26,0.39,0.14,0.64,0.1,0,,
CJ0023,162,Practice,Tuesday (8/22),08/22/2023,7752,5299,Middle Blocker,35.1,291.85,57.28,0.58,5.46,139,4949,228,3,0.73,82,4.36,63701.6,721.29,1373.96,15.56,384.82,3,0.03,72,1,10,61,0,0.82,0.01,0.11,0.69,0,163,57,16,78,11,1,1.85,0.65,0.18,0.88,0.12,0.01,,
CJ0023,168,Practice,Tuesday (8/29),08/29/2023,8575,6809,Middle Blocker,33.4,299.88,62.43,9.51,10.33,125,6420,250,15,0.6,82,3.57,56236.84,495.52,1212.95,10.69,405.23,12,0.11,63,3,10,50,0,0.56,0.03,0.09,0.44,0,145,56,19,61,8,1,1.28,0.49,0.17,0.54,0.07,0.01,,
CJ0023,169,Practice,Wednesday (8/30),08/30/2023,8204,7344,Middle Blocker,37.89,346.27,69.56,1.86,6.14,144,6933,284,6,0.62,88,3.72,65525.48,535.34,1413.29,11.55,455.59,6,0.05,84,4,14,66,0,0.69,0.03,0.11,0.54,0,166,70,23,62,10,1,1.36,0.57,0.19,0.51,0.08,0.01,,
CJ0023,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:42,Middle Blocker,36.07,280.73,50.13,1.56,5.92,00:02:15,01:38:02,00:03:18,00:00:05,0.59,00:01:27,3.55,64642.38,623.26,1394.25,13.44,368.49,7,0.07,75,4,5,66,0,0.72,0.04,0.05,0.64,0,158,54,14,67,21,2,1.52,0.52,0.13,0.65,0.2,0.02,,
CJ0023,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Middle Blocker,10.76,347.82,49.38,0.58,5.47,00:00:46,01:52:24,00:03:36,00:00:02,0.58,00:00:30,3.5,25490.55,218.12,549.8,4.7,408.55,0,0,35,2,0,33,0,0.3,0.02,0,0.28,0,61,39,4,15,3,0,0.52,0.33,0.03,0.13,0.03,0,,
CJ0023,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:01:48,Middle Blocker,39.51,294.6,59.82,3.1,5.75,00:02:21,01:55:17,00:03:59,00:00:10,0.54,00:01:38,3.26,68040.35,558.55,1467.54,12.05,397.03,2,0.02,82,9,7,66,0,0.67,0.07,0.06,0.54,0,175,58,33,57,23,4,1.44,0.48,0.27,0.47,0.19,0.03,,
CJ0023,186,Practice,Preseason Afternoon Practice 2,08/09/2023,01:38:12,01:37:53,Middle Blocker,6.37,304.01,41.47,0,4.92,00:00:29,01:34:05,00:03:16,00:00:00,0.6,00:00:15,3.59,16823.92,171.85,362.87,3.71,351.86,0,0,14,0,2,12,0,0.14,0,0.02,0.12,0,46,18,8,18,0,2,0.47,0.18,0.08,0.18,0,0.02,,
CJ0023,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:45:07,Middle Blocker,32.98,295.89,72.93,1.1,5.79,00:02:08,01:38:43,00:04:40,00:00:04,0.64,00:01:13,3.83,61514.63,585.11,1326.79,12.62,402.9,14,0.13,72,7,10,55,0,0.68,0.07,0.1,0.52,0,163,52,20,86,4,1,1.55,0.49,0.19,0.82,0.04,0.01,,
CJ0023,188,Practice,Monday (9/18),09/18/2023,8393,6317,Middle Blocker,32.74,258.82,51.55,1.17,5.67,119,5987,203,5,0.55,77,3.27,47132.92,447.68,1016.59,9.66,344.28,4,0.04,69,4,9,56,0,0.66,0.04,0.09,0.53,0,127,31,22,70,3,1,1.21,0.29,0.21,0.66,0.03,0.01,,
CJ0023,189,Practice,Preseason Afternoon Practice 3,08/10/2023,01:45:12,01:44:40,Middle Blocker,9.52,357.57,60.65,1.48,6.65,00:00:34,01:39:09,00:04:51,00:00:02,0.68,00:00:19,4.1,12112.35,115.7,261.25,2.5,429.22,0,0,15,0,3,11,1,0.14,0,0.03,0.11,0.01,32,19,9,4,0,0,0.31,0.18,0.09,0.04,0,0,,
CJ0023,190,Practice,Preseason Morning Practice 4,08/11/2023,02:28:16,01:33:11,Middle Blocker,38.57,282.49,67.82,2,5.64,00:02:26,01:26:33,00:04:08,00:00:08,0.7,00:01:36,4.19,63303.31,679.22,1365.37,14.65,390.87,9,0.1,98,7,7,84,0,1.05,0.08,0.08,0.9,0,160,74,13,67,3,3,1.72,0.79,0.14,0.72,0.03,0.03,,
CJ0023,191,Practice,Preseason Morning Practice 5,08/12/2023,02:16:33,01:04:22,Middle Blocker,4.13,117.45,10.28,0,4.77,00:00:20,01:03:18,00:00:42,00:00:00,0.34,00:00:08,2.05,10542.1,163.74,227.38,3.53,131.86,0,0,9,0,3,6,0,0.14,0,0.05,0.09,0,29,6,0,23,0,0,0.45,0.09,0,0.36,0,0,,
CJ0023,191,Match,University of Arizona,9/21/23,6129,4703,Middle Blocker,24.17,220.44,35.19,4.1,6.24,77,4478,134,12,0.6,64,3.62,27931.68,356.35,602.45,7.69,283.91,12,0.15,61,10,4,47,0,0.78,0.13,0.05,0.6,0,67,34,2,23,7,1,0.85,0.43,0.03,0.29,0.09,0.01,,
CJ0023,193,Practice,Preseason Morning Practice 6,08/13/2023,02:47:43,02:36:10,Middle Blocker,41.95,423.73,68.4,4.93,6.35,00:02:39,02:28:44,00:04:27,00:00:16,0.58,00:01:51,3.45,79113.47,506.6,1706.37,10.93,539.01,4,0.03,92,15,3,74,0,0.59,0.1,0.02,0.47,0,198,72,28,68,29,1,1.27,0.46,0.18,0.44,0.19,0.01,,
CJ0023,193,Match,University of Washington,09/24/2023,7577,4130,Middle Blocker,32.15,199.89,57.82,2.59,6.12,105,3807,213,8,0.71,80,4.25,37573.55,545.86,810.41,11.77,292.45,14,0.2,74,8,7,59,0,1.08,0.12,0.1,0.86,0,95,38,14,35,7,1,1.38,0.55,0.2,0.51,0.1,0.01,,
CJ0023,194,Practice,Preseason Afternoon Practice 5,08/13/2023,00:59:37,00:59:19,Middle Blocker,12.83,184.07,23.8,0.96,5.66,00:00:54,00:56:43,00:01:36,00:00:03,0.62,00:00:36,3.74,24871.04,419.17,536.43,9.04,221.67,1,0.02,34,5,1,28,0,0.57,0.08,0.02,0.47,0,62,34,1,24,1,2,1.04,0.57,0.02,0.4,0.02,0.03,,
CJ0023,194,Practice,Tuesday (9/26),09/26/2023,6871,6083,Middle Blocker,29.25,298.14,67.53,1.71,5.83,111,5689,273,7,0.65,71,3.91,52858.33,521.37,1140.08,11.25,396.64,5,0.05,70,5,4,61,0,0.69,0.05,0.04,0.6,0,163,25,66,65,3,4,1.61,0.25,0.65,0.64,0.03,0.04,,
CJ0023,195,Practice,Wednesday (9/27),09/27/2023,7084,6592,Middle Blocker,21.28,269.35,56.21,0.46,5.2,82,6284,222,2,0.53,41,3.16,35783.44,325.7,771.8,7.02,347.29,2,0.02,35,1,4,30,0,0.32,0.01,0.04,0.27,0,113,13,52,47,0,1,1.03,0.12,0.47,0.43,0,0.01,,
CJ0023,199,Practice,Tuesday (10/03),10/03/2023,7876,7501,Middle Blocker,27.62,324.58,57.74,0.54,5.5,105,7160,231,2,0.55,57,3.28,44714.35,357.67,964.43,7.71,410.48,5,0.04,53,2,11,40,0,0.42,0.02,0.09,0.32,0,128,34,39,54,0,1,1.02,0.27,0.31,0.43,0,0.01,,
CJ0023,200,Practice,Wednesday (10/4),10/04/2023,6362,5955,Middle Blocker,25.68,258.46,48.2,0.92,5.65,91,5667,195,3,0.56,52,3.36,40432.09,407.38,872.06,8.79,333.26,4,0.04,42,1,7,34,0,0.42,0.01,0.07,0.34,0,103,32,12,48,11,0,1.04,0.32,0.12,0.48,0.11,0,,
CJ0023,201,Practice,Thursday (10/5),10/05/2023,5247,4021,Middle Blocker,18.55,195.24,43.23,0.75,5.41,71,3773,173,3,0.64,43,3.85,32362.59,482.9,698.02,10.42,257.76,5,0.07,41,3,5,33,0,0.61,0.04,0.07,0.49,0,83,38,6,38,0,1,1.24,0.57,0.09,0.57,0,0.01,,
CJ0023,202,Match,USC,10/6/23,8558,5674,Middle Blocker,36.27,279.7,61.82,0.92,5.47,124,5316,241,4,0.67,81,4,49768.01,526.27,1073.43,11.35,378.71,3,0.03,80,1,12,67,0,0.85,0.01,0.13,0.71,0,118,67,8,29,12,2,1.25,0.71,0.08,0.31,0.13,0.02,,
CJ0023,203,Match,UCLA,10/08/2023,5806,3280,Middle Blocker,26.07,153.46,38.55,1.62,5.92,88,3048,137,5,0.67,61,4.02,33928.14,620.64,731.78,13.39,219.7,8,0.15,57,3,6,48,0,1.04,0.05,0.11,0.88,0,83,35,6,33,9,0,1.52,0.64,0.11,0.6,0.16,0,,
CJ0023,204,Practice,Tuesday (10/10),10/10/2023,7534,7257,Middle Blocker,39.45,304.98,62.43,2.84,5.81,139,6862,242,11,0.56,102,3.39,60682.04,501.71,1308.83,10.82,409.69,3,0.02,90,10,9,71,0,0.74,0.08,0.07,0.59,0,152,62,24,44,19,3,1.26,0.51,0.2,0.36,0.16,0.02,,
CJ0023,205,Practice,Wednesday (10/11),10/11/2023,8473,7998,Middle Blocker,42.09,341.6,71.71,2.17,5.72,153,7552,282,8,0.57,99,3.43,63350.88,475.25,1366.39,10.25,457.57,6,0.05,84,7,9,68,0,0.63,0.05,0.07,0.51,0,167,50,27,81,8,1,1.25,0.38,0.2,0.61,0.06,0.01,,
CJ0023,208,Practice,Tuesday (10/17),10/17/2023,7865,7562,Middle Blocker,3.13,202.03,6.9,0,4.57,14,7505,45,0,0.28,9,1.68,5984.46,47.48,129.08,1.02,212.07,0,0,9,0,2,7,0,0.07,0,0.02,0.06,0,17,3,2,12,0,0,0.13,0.02,0.02,0.1,0,0,,
